"","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"43","other","Namco","January",2002," T",7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,9,0,4,7,1,4,9,7,11
"44","Argonaut Games","Sony Computer Entertainment","March",2001," E",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,5,1,2,0,1,5,4
"45","other","Microsoft Game Studios","May",2010," T",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,25,1,9,17,7,9,25,26,39
"46","other","THQ","September",2006," E10+",4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,3,4
"47","other","Ubisoft","April",2002," M",6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,6,2,5,3,3,4,6,7,11
"48","other","Electronic Arts","June",2011," M",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,13,2,9,4,8,1,8,15,17
"49","other","Team17 Software","November",2010," T",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,3,13,3,5,0,9,17,10
"50","Hudson Soft","Hudson Soft","November",2008," E",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,1,4
"51","Argonaut Games","Fox Interactive","October",2000," M",6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,12,5,6,6,8,5,12,13,22
"52","other","SEGA","July",2007," T",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,3,3,1,1,3,3,7
"53","Creative Assembly","SEGA","October",2014," M",5.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,2,4,5,2,2,17,8,18
"54","Monolith Productions","Sierra","October",2001," M",8.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,4,3,1,2,11,5,12
"55","Rebellion","Sierra","November",2007," T",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,5,6,9,7,9,10,13,14
"56","WayForward Technologies","SEGA","October",2011," T",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,2,5,3,5,1,5,7,8
"57","High Voltage Software","Acclaim Entertainment","March",2000," E",9.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,4,4,5
"58","other","Acclaim Entertainment","March",2001," E",8.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,4,4,5
"59","Microsoft","Microsoft","March",2000," E",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,8,3,4,3,13,11,11
"60","other","Atari","November",2008," M",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,10,4,10,10,9,6,15,15,18
"61","other","Infogrames","September",2001," M",4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,4,1,5,4,3,1,10,11,19
"62","Obsidian Entertainment","SEGA","June",2010," M",6.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,1,9,4,5,3,8,12,12
"63","other","THQ","August",2003," T",6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,3,0,1,1,3,6
"64","other","Activision","March",2000," T",7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,5,1,2,4,2,5,3
"65","other","Electronic Arts","December",2000," M",9.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,9,4,8,8,3,3,7,12,19
"66","other","Ubisoft","August",2001," E",5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10,1,1,4,1,1,4,6,15
"67","other","Eidos Interactive","June",2001," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,29,9,18,20,17,9,35,28,52
"68","PlatinumGames","SEGA","January",2013," M",5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,3,3,3,1,4,7,4
"69","Nintendo EAD","Nintendo","September",2002," E",9.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,6,1,1,6,2,12
"70","Nintendo","Nintendo","November",2015," E",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1
"71","Nintendo EAD","Nintendo","September",2015," E",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,0,4,2,7
"72","Nintendo","Nintendo","November",2008," E",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,3,2,5
"73","Nintendo","Nintendo","June",2013," E",9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,1,3,6,2,1,13,9,20
"74","Nintendo","Nintendo","December",2005," E",8.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7,2,6,9,3,3,10,11,15
"75","other","Infogrames","November",2000," E",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,4,5,0,3,4,4,13
"76","other","Ubisoft","April",2019," RP",8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0,2,5,2,9
"77","other","Ubisoft","November",2011," T",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,1,2,3,1,3,9,3,13
"78","other","Ubisoft","November",2015," E10+",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1,2,3,3,8
"79","other","Konami","July",2009," E10+",5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,7,1
"80","other","Sony Computer Entertainment","January",2006," E10+",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,2,3,3
"81","SIE Japan Studio","Ubisoft","July",2003," E",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,1,3,1,8
"82","SIE Japan Studio","Sony Computer Entertainment","January",2006," E10+",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,0,1,3,0,5,2
"83","SIE Japan Studio","Sony Computer Entertainment","January",2008," E",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,1,9,2,1,0,8,10,18
"84","other","Midway  Games","November",2007," M",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,2,0,3,4,2
"85","other","Sony Computer Entertainment","June",2003," T",8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,5,2,2,0,2,6,3
"86","Taito","Taito","June",2008," E",4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
"87","FromSoftware","Agetec","October",2000," T",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,3
"88","FromSoftware","Agetec","August",2001," T",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,3,3,3,4,5,11,11
"89","FromSoftware","Agetec","September",2002," T",7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,6,2,3,0,6,6,8
"90","FromSoftware","SEGA","March",2007," T",5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,1,3
"91","FromSoftware","Bandai Namco Games","March",2012," T",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,3,2,7
"92","FromSoftware","Agetec","September",2005," T",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,1,7,2,1,1,9,5,13
"93","FromSoftware","Agetec","July",2003," T",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,1,11,2,6,4,5,11,14
"94","FromSoftware","Bandai Namco Games","September",2013," T",7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,1,0,2,5,4
"95","FromSoftware","Ubisoft","September",2008," T",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,5,1,1,3,5,6,8
"96","3DO","3DO","March",2001," T",8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,3,2
"97","3DO","3DO","July",2000," T",7.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,1,7,4,2,1,8,7,10
"98","3DO","3DO","March",2000," E",4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,1,1,0,2,2,5
"99","other","3DO","December",2001," E",6.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,2,1,0,3,1,5
"100","other","3DO","March",2002," T",5.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2,1,4,1,6
"101","3DO","3DO","September",2000," T",5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,3,1,3,1,5,3,7
"102","other","Electronic Arts","March",2008," M",7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,3,8,6,2,2,14,12,21
"103","other","Electronic Arts","March",2013," RP-T+",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,3,7,4,4,1,4,9,10
"104","other","Nintendo","October",2012," E",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,2,4,1,4
"105","other","Microsoft","November",2002," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,9,1,6,5,3,2,6,10,8
"106","Gameloft","Ubisoft","March",2011," E10+",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,3
"107","Ubisoft Montreal","Ubisoft","November",2007," M",8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,2,7,3,4,9,3,12
"108","Climax Studios","Ubisoft","April",2015," T",6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,6,2,14,5,7,3,10,15,20
"109","Climax Studios","Ubisoft","January",2016," T",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,6,2,14,5,7,3,10,15,20
"110","Ubisoft","Ubisoft","January",2010," T",8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,1,0,2,2,5
"111","Ubisoft Montreal","Ubisoft","November",2012," M",8.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,18,1,17,15,9,8,21,19,41
"112","other","Ubisoft","October",2012," M",7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,2,9,3,5,2,5,13,11
"113","Ubisoft Montreal","Ubisoft","November",2013," M",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,14,4,11,12,9,5,21,19,27
"114","other","Ubisoft","October",2018," M",9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,10,1,9,3,4,2,6,14,11
"115","Ubisoft Montreal","Ubisoft","October",2017," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,10,4,14,3,9,0,15,22,25
"116","other","Ubisoft","November",2015," M",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,3,6,8,6,4,11,9,25
"117","Ubisoft Montreal","Ubisoft","November",2014," M",7.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,11,6,13,5,9,4,15,24,32
"118","other","Ubisoft","November",2009," M",6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,3,1,3,2,2,8,5
"119","Ubisoft Montreal","Ubisoft","March",2011," M",8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,17,0,12,8,3,7,14,11,34
"120","Ubisoft Montreal","Ubisoft","November",2011," M",8.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,6,8,7,4,20,11,31
"121","Ubisoft","Ubisoft","November",2016," M",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,2,7,3,4,9,3,12
"122","other","Konami","January",2010," T",8.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,1,10,3,4,2,6,13,7
"123","other","Atari","September",2004," E",6.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,2,6,5,4,6,12,11,16
"124","PlatinumGames","Nintendo","August",2019," T",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,4,5,2,4,6,8,14
