"","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1301","other","other","April",2018," M",6.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,2,3,1,4,5,3
"1302","other","other","November",1999," E",4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,1,4,2,4,3,5,7
"1303","other","Acclaim Entertainment","October",1997,"E",7.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1304","SIE London Studio","Sony Computer Entertainment","April",2004," E",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,3,1,1,2,3,6
"1305","SIE London Studio","Sony Computer Entertainment","November",2005," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,3
"1306","SIE London Studio","Sony Computer Entertainment","November",2003," E",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,2,1,1,4
"1307","SIE London Studio","Sony Computer Entertainment","August",2005," E10+",7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,1,3,4
"1308","other","other","July",1998," E",8.3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,2,1
"1309","other","Bethesda  Softworks","April",1999," E",7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,4,2,3
"1310","Nintendo EAD","Nintendo","August",1991," E",7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,11,1,5,4,5,5,5,10,13
"1311","other","Nintendo","August",2003," T",9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,1,2,0,0,4,4,9
"1312","Nintendo EAD","Nintendo","October",1998," E",9.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,1,1,0,1,6,4,9
"1313","other","Nintendo","June",2001," E",9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,2,3
"1314","Monolith Productions","Sierra","October",2005," M",9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,1,2,1,0,1,4,6,8
"1315","other","Warner Bros.  Interactive","June",2011," M",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,6,10,3,8,2,7,15,10
"1316","other","Sierra","November",2007," M",6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,1,2,1,0,1,4,6,8
"1317","other","Electronic Arts","March",2000," E",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,4,1,5
"1318","other","Electronic Arts","March",2002," E",7.6,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"1319","other","Codemasters","September",2011," E",8.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,3,3,2,5,4,10
"1320","other","Codemasters","September",2012," E",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0,4,3,2,1,14,5,14
"1321","other","Codemasters","October",2013," E",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,11,1,2,4,1,2,10,8,15
"1322","other","Codemasters","July",2015," E",4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,2,0,1,6,0,4
"1323","other","Codemasters","August",2016," E",8.8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,5,2,4,2,6,12,15
"1324","other","Codemasters","August",2017," E",8.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1
"1325","other","Codemasters","August",2018," E",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,5,3,3,2,11,3,9
"1326","other","Codemasters","June",2019," E",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,1,4,2,4,3,10,8,13
"1327","Electronic Arts","Electronic Arts","December",2000," E",7.9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"1328","Shin'en","other","December",2015," E",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,1
"1329","EA Canada","Electronic Arts","March",1997,"E",4.2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,2,2,1,2,4,5
"1330","Electronic Arts","Electronic Arts","December",1998," E",8.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,2,3,1,3
"1331","other","Electronic Arts","October",2006," E",8.9,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,2,2,3,0,5
"1332","EA Canada","Electronic Arts","October",2007," E",7.7,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4,2,2,4,3,6
"1333","EA Canada","Electronic Arts","October",2008," E",8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,1,6,1,1,9,4,20
"1334","EA Canada","Electronic Arts","October",2008," E",7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,1,6,1,1,9,4,20
"1335","EA Canada","Electronic Arts","October",2009," E",9.3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,2,2,2,2,1,10,6,12
"1336","EA Canada","Electronic Arts","September",2011," E",9.5,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,16,4,10,6,11,5,22,15,33
"1337","EA Canada","Electronic Arts","September",2012," E",9,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,16,1,2,12,3,7,20,9,30
"1338","EA Canada","Electronic Arts","September",2013," E",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,4,2,6
"1339","EA Canada","Electronic Arts","September",2014," E",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1
"1340","EA Canada","Electronic Arts","September",2015," E",7.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,3,2,3,1,4,4,6
"1341","EA Canada","Electronic Arts","September",2016," E",8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,10,0,4,8,2,5,9,5,14
"1342","EA Canada","Electronic Arts","September",2018," E",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,6,7,1,1,13,4,18
"1343","EA Canada","Electronic Arts","September",2019," E",7.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,3,3,0,0,10,4,14
"1344","other","Electronic Arts","January",1996,"E",7.8,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1345","Electronic Arts","Electronic Arts","November",2002," E",8.4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,3,1,1,6,1,6
"1346","EA Canada","Electronic Arts","November",2003," E",8.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,2,3,3
"1347","Electronic Arts","Electronic Arts","November",1997," E",8.5,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,1,4,2,2,5,3,7
"1348","EA Canada","Electronic Arts","March",2012," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
"1349","Independent","other","September",2012," E10+",8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8,1,6,4,3,2,7,11,10
"1350","other","Microsoft","September",2004," M",9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,16,2,7,7,2,4,14,7,25
"1351","Lionhead Studios","Microsoft","May",2012," E10+",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,1,7,9,2,4,9,10,13
"1352","Lionhead Studios","Microsoft","January",2010," M",9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,24,7,20,22,21,13,24,34,45
"1353","Lionhead Studios","Microsoft","May",2011," M",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,8,2,5,4,5,5,10,6,21
"1354","Lionhead Studios","Microsoft","October",2012," T",7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,2,9,5,3,3,6,12,12
"1355","Lionhead Studios","Microsoft","September",2005," M",8.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,10,1,4,7,4,5,8,8,20
"1356","EA Canada","Electronic Arts","November",2008," T",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,1,1,2,4
"1357","other","Ubisoft","September",2006," M",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
"1358","other","Atari","September",2005," M",8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,3,7,3,4,4,3,9,10
"1359","other","NIS","September",2014," T",7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,1,6,3,3,1,3,4,7
"1360","other","other","October",2009," M",5.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2,1,1,4,9,8
"1361","Microprose","other","December",1998," T",8.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,5,8,6
"1362","Intelligent Systems","Nintendo","November",2012," E",9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,1,3,4
"1363","other","other","October",2012," T",7.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,4,0,0,4,1,9
"1364","other","Interplay","October",1998," M",8.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,0,2,4,1,1,6,5,11
"1365","Bethesda Game Studios","Bethesda  Softworks","October",2008," M",8.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,27,9,19,20,20,12,32,38,54
"1366","Bethesda Game Studios","Bethesda  Softworks","November",2015," M",9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,7,16,7,10,10,22,23,30
"1367","Bethesda Game Studios","other","December",2017," RP",7.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,7,16,7,10,10,22,23,30
"1368","Bethesda Game Studios","Bethesda  Softworks","March",2016," M",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,3,10,6,7,5,11,17,20
"1369","Bethesda Game Studios","Bethesda  Softworks","May",2016," M",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,1,5,2,4,3,5,7,13
"1370","Bethesda Game Studios","Bethesda  Softworks","July",2016," M",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,3,10,6,7,5,11,17,20
"1371","Bethesda Game Studios","Bethesda  Softworks","November",2018," M",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,12,3,6,7,5,4,13,12,25
"1372","other","Interplay","March",2001," M",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,0,1,3,2,3,7,7,10
"1373","Obsidian Entertainment","Bethesda  Softworks","October",2010," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,17,5,15,14,10,6,19,17,27
"1374","ARC System Works","Aksys Games","January",2009," E",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,3,0,2,4,5
"1375","High Voltage Software","2K Games","October",2006," M",4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,21,5,7,15,6,6,22,15,31
"1376","other","Activision","November",2012," M",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,3,5,1,4,1,8,6,10
"1377","ARC System Works","Aksys Games","May",2009," E10+",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,3,2,0,2,5,5
"1378","Namco","Bandai Namco Games","May",2008," E",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,1,1,2,1
"1379","Namco","Bandai Namco Games","March",2009," E",5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,1,1,1,2,2
"1380","ARC System Works","Aksys Games","August",2009," E",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,5,1,1,4,4,5
"1381","ARC System Works","Aksys Games","May",2008," E",2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,4,1,1,3,5,5
"1382","other","Sony Computer Entertainment","October",2000," E",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,1,1,0,1,4
"1383","other","Activision","June",2005," T",7,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,18,3,5,7,5,6,18,15,26
"1384","Visual Concepts","Take-Two Interactive ","June",2007," T",6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,1,0,3,2,2,5,6,6
"1385","other","Acclaim Entertainment","November",1997," E",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,18,3,5,7,5,6,18,15,26
"1386","Level-5","Nintendo","October",2014," E10+",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,2,4,2,2,7,5,10
"1387","other","other","November",2007," T",7.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1
"1388","SEGA","SEGA","June",2009," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,5,1,2,4,1,4,9,4,6
"1389","other","Ubisoft","March",2004," M",9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,2,0,7
"1390","Ubisoft Montreal","Ubisoft","December",2012," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,9,3,11,9,6,5,17,12,24
"1391","Ubisoft Montreal","Ubisoft","May",2013," M",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,4,8,6,6,1,15,14,19
"1392","Ubisoft Montreal","Ubisoft","November",2014," M",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,23,7,21,15,11,8,22,29,32
"1393","Ubisoft Montreal","Ubisoft","March",2018," M",8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,23,9,25,21,19,9,38,35,58
"1394","Ubisoft Montreal","Ubisoft","June",2018," M",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,23,9,25,21,19,9,38,35,58
"1395","Ubisoft Montreal","Ubisoft","July",2018," M",5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,23,9,25,21,19,9,38,35,58
"1396","Ubisoft Montreal","Ubisoft","September",2005," M",9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,14,3,16,10,6,4,14,20,22
"1397","Ubisoft Montreal","Ubisoft","March",2006," M",8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,14,3,16,10,6,4,14,20,22
"1398","Ubisoft Montreal","Ubisoft","December",2006," M",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,3,2,2,0,0,7,3
"1399","other","other","September",2001," E",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,2,7,5,3,2,11,11,15
"1400","other","Focus Home Interactive","October",2012," E",7.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,5,0,2,4,2,9
"1401","other","other","September",2002," T",4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,26,6,15,8,12,12,26,26,36
"1402","other","Activision","May",2013," RP",2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2,3,5
"1403","other","other","November",2000," T",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,5,0,3,4,1,5
"1404","other","Sony Computer Entertainment","July",2009," T",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,3,2,4,3,1,5,6,13
"1405","other","Sony Computer Entertainment","May",2010," T",6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,3,2,4,3,1,5,6,13
"1406","other","other","April",1993," T",7,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,1,3,4,4,1,4,8,6
"1407","other","other","December",1992," T",7.5,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,2,1,4,8,9
"1408","Unknown","other","December",1995," T",7.5,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,2,7,4,7,4,6,14,13
"1409","SNK [1978-2001]","SNK [1978-2001]","May",1999," E",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,1,3,4,4,1,4,8,6
"1410","Unknown","SNK [1978-2001]","June",1999," T",9,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,14,2,5,5,2,2,11,12,16
"1411","other","Koei","September",2007," E10+",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,1,0,1,0,4,1,9
"1412","other","other","March",2010," E",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,2,0,0,4,7,6
"1413","other","other","November",1997," E",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,2
"1414","other","Activision","August",2008," E",8.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,2,1
"1415","other","other","April",2012," E",9.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,1,2,4,3,3,6,8,14
"1416","other","Sony Online Entertainment","May",2006," T",8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,3,1,1,3,1,4
"1417","other","other","October",2009," E10+",8,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,3,4,3,2,6,7,15
"1418","other","other","July",2012," E10+",8.5,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9,3,6,3,5,5,6,11,18
"1419","EA Canada","Electronic Arts","March",2011," M",8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,1,12,7,7,3,8,19,21
"1420","other","Electronic Arts","March",2005," T",9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,4,0,2,1,1,4,1
"1421","EA Canada","Electronic Arts","June",2009," T",8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,3,3,2,3,5,4,6
"1422","other","other","January",1998," T",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,3,2,2,2,1,6,3
"1423","other","Ubisoft","November",2010," T",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,3
"1424","other","other","November",2011," E10+",5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,1,4,0,2,0,1,3,1
