"","game_name","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"4406","McFarlane's Evil Prophecy","other","Konami","June","2004"," M",2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,3,8,2,5,1,2,12,9
"4407","Me and My Katamari","Namco","Namco","March","2006"," E",7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,2,8,1,1,3,3,17
"4408","MechAssault","other","Microsoft","November","2002"," T",9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,3,13,7,3,7,14,16,24
"4409","MechAssault: Phantom War","other","Majesco","September","2006"," T",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,7,3,3,1,4,13,8
"4410","MechCommander","other","other","June","1998"," T",7.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,1,4,4,3,2,7,9,14
"4411","MechCommander 2","other","Microsoft","July","2001"," T",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,7,2,1,1,6,7,8
"4412","MechWarrior 2","other","Activision","February","1996","E",8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,4,4,3,0,6,9,8
"4413","MechWarrior 3","other","other","June","1999"," T",9.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,8,6,16,4,4,4,11,17,24
"4414","MechWarrior 3: Pirate's Moon","other","other","December","1999"," T",7.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,8,6,16,4,4,4,11,17,24
"4415","MechWarrior 4: Black Knight","other","Microsoft","November","2001"," T",8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,3,10,3,3,4,7,11,10
"4416","MechWarrior 4: Vengeance","Microsoft","Microsoft","November","2000"," T",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,3,10,3,3,4,7,11,10
"4417","MechWarrior Online","other","other","September","2013",NA,7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,3,4,4,3,3,14,7,20
"4419","Medal of Honor","other","Electronic Arts","October","2010"," M",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11,4,8,9,4,4,21,13,29
"4420","Medal of Honor Heroes 2","other","Electronic Arts","November","2007"," T",8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,10,3,7,6,5,4,6,14,10
"4421","Medal of Honor Vanguard","EA Los Angeles","Electronic Arts","March","2007"," T",7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,2,1,0,1,3,5,5
"4422","Medal of Honor Warfighter","other","Electronic Arts","October","2012"," M",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,16,3,20,6,12,7,20,29,29
"4424","Medal of Honor: Airborne","EA Los Angeles","Electronic Arts","November","2007"," T",7.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,7,5,24,7,11,5,21,25,33
"4425","Medal of Honor: Allied Assault","other","Electronic Arts","January","2002"," T",9.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,4,6,14,4,6,5,11,16,20
"4426","Medal of Honor: Frontline","other","Electronic Arts","May","2002"," T",8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,11,0,14,10,5,7,16,16,31
"4427","Medal of Honor Heroes","other","Electronic Arts","October","2006"," T",8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7,5,10,4,5,5,12,16,15
"4428","Medal of Honor: Pacific Assault","EA Los Angeles","Electronic Arts","November","2004"," T",7.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,5,1,1,0,5,5,8
"4429","MediEvil Resurrection","other","Sony Computer Entertainment","September","2005"," T",7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,2,6,8,10,2,13,13,23
"4431","Medieval II: Total War","Creative Assembly","SEGA","November","2006"," T",8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,0,0,0,2,4,3
"4432","Medieval II: Total War Kingdoms","Creative Assembly","SEGA","August","2007"," T",8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,14,9,18,7,7,6,17,36,38
"4434","Medieval: Total War","Creative Assembly","Activision","September","2002"," T",8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,2,12,7,3,4,14,15,27
"4435","Medievil II","other","Sony Computer Entertainment","May","2000"," T",8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,4,4,3,3,1,7,8,13
"4436","Meet The Robinsons","other","Disney Interactive Studios","September","2014"," E10+",7,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,2,5,8,6,3,9,9,21
"4437","Mega Man","Capcom","Capcom","December","1987",NA,7.5,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,13,5,6,8,6,5,17,11,36
"4438","Mega Man & Bass","Capcom","Capcom","Import",NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,3,7,4,1,3,5,7,14
"4439","Mega Man 10","Capcom","Capcom","March","2010"," E",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,14,4,10,13,8,4,16,19,31
"4440","Mega Man 11","Capcom","Capcom","October","2018"," E10+",7.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,1,3,6,4,6,11,9,20
"4441","Mega Man 2","Capcom","Capcom","July","1989"," E",7.8,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,4,0,2,2,2,6,4
"4442","Mega Man 3","Capcom","Capcom","November","1990","E",7.5,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,17,5,11,12,13,4,17,15,31
"4443","Mega Man 4","Capcom","Capcom","December","1991",NA,8,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,2,1,2,3,8,5,7
"4444","Mega Man 5","Capcom","Capcom","December","1992","E",8.5,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,7,3,6,2,10,8,16
"4445","Mega Man 7","Capcom","Capcom","March","1995"," E",7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,4,5,5,5,1,10,10,17
"4446","Mega Man 8","Capcom","Capcom","February","1997"," E",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,1,7,5,4,4,4,12,17
"4447","Mega Man 9","Capcom","Capcom","September","2008"," E",8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,15,1,9,7,6,6,15,7,38
"4449","Mega Man Battle Chip Challenge","Capcom Production Studio 2","Capcom","March","2004"," E",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,2,3
"4450","Mega Man Battle Network","Capcom Production Studio 2","Capcom","November","2001"," E",8.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,2,2,3
"4451","Mega Man Battle Network 2","Capcom Production Studio 2","Capcom","June","2002"," E",8.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,2,0,1,6,2,6
"4460","Mega Man Legacy Collection","Digital Eclipse Software","Capcom","August","2015"," E",9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,2,0,1
"4461","Mega Man Legacy Collection 2","other","Capcom","August","2017"," E10+",6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,2,0,1
"4462","Mega Man 64","Capcom","Capcom","January","2001"," E",8.4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,10,2,12,7,9,4,18,20,30
"4463","Mega Man Legends 2","Capcom Production Studio 2","Capcom","October","2000"," E",8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,13,7,15,14,14,7,21,23,36
"4464","Mega Man Maverick Hunter X","Capcom","Capcom","February","2006"," E10+",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,3,4,1,3,10,3,13
"4465","Mega Man Powered Up","Capcom","Capcom","March","2006"," E",8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,3,1,7
"4468","Mega Man Star Force 3: Red Joker","Capcom","Capcom","June","2009"," E",6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,2,3,1,2,2,5,9
"4469","Mega Man Star Force: Dragon","Capcom Production Studio 2","Capcom","August","2007"," E",5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,10,3,9,6,4,3,16,12,19
"4470","Mega Man Star Force: Leo","Capcom Production Studio 2","Capcom","August","2007"," E",5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,10,3,9,6,4,3,16,12,19
"4471","Mega Man Star Force: Pegasus","Capcom Production Studio 2","Capcom","August","2007"," E",5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,10,3,9,6,4,3,16,12,19
"4472","Mega Man X","Capcom","Capcom","December","1993"," E",9,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,5,3,2,1,5,9,9
"4475","Mega Man X Legacy Collection 2","Capcom","Capcom","July","2018"," T",6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,2,0,1
"4476","Mega Man X4","Capcom","Capcom","August","1997","E",7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,3,2,4,1,7,4,11
"4477","Mega Man X5","other","Capcom","August","2002"," E",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,2,11,2,5,3,8,15,14
"4478","Mega Man X6","other","Capcom","December","2001"," E",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,4,2,1,2,4,6,13
"4479","Mega Man X8","Capcom Production Studio 1","Capcom","December","2004"," E",7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,3,3,5,1,10,5,14
"4480","Mega Man Xtreme","other","Capcom","January","2001"," E",8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,3,2,2,6,2,8
"4481","Mega Man ZX","Capcom","Capcom","September","2006"," E",8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,1,4,1,4
"4482","Mega Man ZX Advent","Capcom","Capcom","October","2007"," E10+",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,8,1,4,5,3,2,8,8,16
"4483","Mega Man Zero","Capcom Production Studio 2","Capcom","September","2002"," E",8.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,0,1,1,2,5,5
"4484","Mega Man Zero 2","Capcom","Capcom","October","2003"," E",8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,2,8,1,6,2,2,16,4
"4485","Mega Man Zero 3","Capcom","Capcom","October","2004"," E",8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,2,6,4,1,0,10,6,8
"4486","Mega Man Zero 4","Capcom","Capcom","October","2005"," E",7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,1,6,1,4,1,8,8,11
"4487","Mega Man Zero Collection","Capcom","Capcom","June","2010"," E",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,3
"4488","Mega Man: Dr. Wily's Revenge","Capcom","Capcom","November","1991"," E",7.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,4,8,4,6,3,8,7,9
"4489","Men In Black: The Series","other","Crave Entertainment","March","1999"," E",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1,4,1,4,6,3,12
"4492","Men of War","other","other","December","2009"," M",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,3,2,2,0,4,6,7
"4493","Mercenaries","other","LucasArts","January","2005"," T",9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,4,1
"4494","Mercenaries 2: World in Flames","other","Electronic Arts","August","2008"," T",7.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,5,0,7,3,5,2,6,12,10
"4495","Mercenary Kings","other","other","July","2013"," T",8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,7,2,3,1,2,10,7
"4497","Mercury Hg","other","other","September","2011"," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,3,3,2,8,3,11
"4498","Mercury Meltdown","other","other","canceled",NA,NA,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,0,1,1,6,1,2,8,7
"4499","Messiah","other","Interplay","March","2000"," M",7.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,2,0,0,4,2,11
"4500","Metal Dungeon","other","other","December","2002"," T",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,3,3,2,1,5,5,10
"4502","Metal Gear Acid 2","Kojima Productions [2005-2015]","Konami","March","2006"," M",7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,4,11,3,3,5,13,13,27
"4503","Metal Gear Rising: Revengeance","PlatinumGames","Konami","February","2013"," M",8.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,20,3,7,13,10,6,19,14,38
"4504","Metal Gear Solid","Konami","Konami","October","1998"," M",9.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,3,12,7,6,1,11,15,26
"4505","Metal Gear Solid 2: Sons of Liberty","other","Konami","November","2001"," M",9.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,14,3,10,7,7,5,16,12,34
"4506","Metal Gear Solid 2: Substance","other","Konami","November","2002"," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,14,3,10,7,7,5,16,12,34
"4507","Metal Gear Solid 3: Subsistence","Kojima Productions [2005-2015]","Konami","March","2006"," M",9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,11,4,13,10,5,5,17,17,30
"4509","Metal Gear Solid 4: Guns of the Patriots","Kojima Productions [2005-2015]","Konami","June","2008"," M",9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,23,4,19,14,13,10,25,21,47
"4510","Metal Gear Solid Digital Graphic Novel","Kojima Productions [2005-2015]","Konami","June","2006"," M",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,3,12,7,6,1,11,15,26
"4511","Metal Gear Solid HD Collection","Kojima Productions [2005-2015]","Konami","November","2011"," M",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,3,1,2,5,2,18
"4514","Metal Gear Solid V: Ground Zeroes","Kojima Productions [2005-2015]","Konami","December","2014"," M",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,16,6,17,11,13,8,23,24,34
"4515","Metal Gear Solid V: The Phantom Pain","Kojima Productions [2005-2015]","Konami","September","2015"," M",10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,13,6,26,7,14,7,18,24,28
"4517","Metal Gear Solid: Peace Walker","Kojima Productions [2005-2015]","Konami","June","2010"," T",9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,26,5,20,20,12,11,43,26,77
"4518","Metal Gear Solid: Portable Ops","Kojima Productions [2005-2015]","Konami","December","2006"," M",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,5,6,14,4,8,5,16,20,24
"4519","Metal Gear Solid: Portable Ops","Kojima Productions [2005-2015]","Konami","TBA","only",NA,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,5,6,14,4,8,5,16,20,24
"4520","Metal Gear Solid: VR Missions","Konami","Konami","September","1999"," M",7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,3,12,7,6,1,11,15,26
"4521","Metal Gear Survive","Konami","Konami","February","2018"," M",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,1,4,1,4,1,3,5,8
"4522","Metal Marines","Namco","other","December","1993",NA,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,4,5,6
"4523","Metal Saga","other","Atlus","April","2006"," T",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,12,5,10,5,7,3,9,18,23
"4524","Metal Slug","SNK [1978-2001]","SEGA","Import",NA,NA,8.5,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,3,5,14,5,2,2,7,17,14
"4525","Metal Slug 2","Unknown","SNK [1978-2001]","released",NA,NA,7.5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,4,3,11,4,6,2,9,13,11
"4526","Metal Slug 3","SNK [1978-2001]","other","May","2012"," T",6.8,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,4,7,8,2,6,2,8,14,11
"4527","Metal Slug 7","SNK Playmore","other","November","2008"," T",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,3,9,5,5,6,8,10,17
"4528","Metal Slug Anthology","other","other","February","2007"," T",7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,6
"4529","Metal Slug X","SNK [1978-2001]","SNK [1978-2001]","January","1999"," T",9,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4,3,11,4,6,2,9,13,11
"4530","Metal Slug XX","SNK Playmore","Atlus","February","2010"," T",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,3,9,5,5,6,8,10,17
"4531","Metal Slug: 2nd Mission","SNK [1978-2001]","SNK [1978-2001]","April","2000"," E",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,2,2,5
"4532","Metal Walker","Capcom","Capcom","February","2001"," E",8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,6,4,11,6,8,2,8,14,16
"4533","Meteos Wars","other","other","December","2008"," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,1,2,2,1,7
"4534","Meteos: Disney Magic","other","Disney Interactive Studios","February","2007"," E",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,1,2,2,1,7
"4535","Metrico","other","other","August","2014"," E",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"4536","Metro 2033","other","THQ","March","2010"," M",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,6,4,4,2,8,9,14
"4537","Metro Exodus","other","Deep Silver","February","2019"," M",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,4,12,3,4,5,9,16,17
"4538","Metro: Last Light","other","Deep Silver","May","2013"," M",7.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,14,6,17,9,11,9,22,18,36
"4540","Metroid","Nintendo R&D1","Nintendo","December","1987",NA,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,3,2,10,5,6,11,9,33
"4541","Metroid Fusion","Nintendo R&D1","Nintendo","November","2002"," E",9.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"4542","Metroid II: Return of Samus","Nintendo R&D1","Nintendo","October","1992",NA,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,2,1,1,3,6
"4543","Metroid Prime","other","Nintendo","November","2002"," T",9.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,5,1,2,5,3,3,9,5,19
"4544","Metroid Prime 2: Echoes","other","Nintendo","November","2004"," T",9.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,6,6,9,8,10,2,15,15,18
