"","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"22","Monolith Productions","Sierra","October",2001," M",8.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,4,3,1,2,11,5,12
"23","Rebellion","Sierra","November",2007," T",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,5,6,9,7,9,10,13,14
"24","WayForward Technologies","SEGA","October",2011," T",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,2,5,3,5,1,5,7,8
"25","High Voltage Software","Acclaim Entertainment","March",2000," E",9.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,4,4,5
"26","Microsoft","Microsoft","March",2000," E",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,8,3,4,3,13,11,11
"27","Obsidian Entertainment","SEGA","June",2010," M",6.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,1,9,4,5,3,8,12,12
"28","PlatinumGames","SEGA","January",2013," M",5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,3,3,3,1,4,7,4
"29","Nintendo EAD","Nintendo","September",2002," E",9.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,6,1,1,6,2,12
"30","Nintendo","Nintendo","November",2015," E",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1
"31","Nintendo EAD","Nintendo","September",2015," E",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,0,4,2,7
"32","Nintendo","Nintendo","November",2008," E",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,3,2,5
"33","Nintendo","Nintendo","June",2013," E",9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,1,3,6,2,1,13,9,20
"34","Nintendo","Nintendo","December",2005," E",8.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7,2,6,9,3,3,10,11,15
"35","SIE Japan Studio","Ubisoft","July",2003," E",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,1,3,1,8
"36","SIE Japan Studio","Sony Computer Entertainment","January",2006," E10+",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,0,1,3,0,5,2
"37","SIE Japan Studio","Sony Computer Entertainment","January",2008," E",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,1,9,2,1,0,8,10,18
"38","Taito","Taito","June",2008," E",4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
"39","FromSoftware","Agetec","October",2000," T",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,3
"40","FromSoftware","Agetec","August",2001," T",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,3,3,3,4,5,11,11
"41","FromSoftware","Agetec","September",2002," T",7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,6,2,3,0,6,6,8
"42","FromSoftware","SEGA","March",2007," T",5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,1,3
"43","FromSoftware","Bandai Namco Games","March",2012," T",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,3,2,7
"44","FromSoftware","Agetec","September",2005," T",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,1,7,2,1,1,9,5,13
"45","FromSoftware","Agetec","July",2003," T",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,1,11,2,6,4,5,11,14
"46","FromSoftware","Bandai Namco Games","September",2013," T",7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,1,0,2,5,4
"47","FromSoftware","Ubisoft","September",2008," T",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,5,1,1,3,5,6,8
"48","3DO","3DO","March",2001," T",8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,3,2
"49","3DO","3DO","July",2000," T",7.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,1,7,4,2,1,8,7,10
"50","3DO","3DO","March",2000," E",4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,1,1,0,2,2,5
"51","3DO","3DO","September",2000," T",5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,3,1,3,1,5,3,7
"52","Gameloft","Ubisoft","March",2011," E10+",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,3
"53","Ubisoft Montreal","Ubisoft","November",2007," M",8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,2,7,3,4,9,3,12
"54","Climax Studios","Ubisoft","April",2015," T",6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,6,2,14,5,7,3,10,15,20
"55","Climax Studios","Ubisoft","January",2016," T",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,6,2,14,5,7,3,10,15,20
"56","Ubisoft","Ubisoft","January",2010," T",8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,1,0,2,2,5
"57","Ubisoft Montreal","Ubisoft","November",2012," M",8.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,18,1,17,15,9,8,21,19,41
"58","Ubisoft Montreal","Ubisoft","November",2013," M",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,14,4,11,12,9,5,21,19,27
"59","Ubisoft Montreal","Ubisoft","October",2017," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,10,4,14,3,9,0,15,22,25
"60","Ubisoft Montreal","Ubisoft","November",2014," M",7.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,11,6,13,5,9,4,15,24,32
"61","Ubisoft Montreal","Ubisoft","March",2011," M",8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,17,0,12,8,3,7,14,11,34
"62","Ubisoft Montreal","Ubisoft","November",2011," M",8.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,6,8,7,4,20,11,31
"63","Ubisoft","Ubisoft","November",2016," M",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,2,7,3,4,9,3,12
"64","PlatinumGames","Nintendo","August",2019," T",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,4,5,2,4,6,8,14
"65","High Voltage Software","D3 Publisher","October",2009," E10+",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,2,6,4,1,1,6,11,9
"66","Digital Eclipse Software","Infogrames","June",2001," E",8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"67","Digital Eclipse Software","Hasbro Interactive","April",2000," E",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,3,1,2,4,4,6
"68","Eurocom","Sony Computer Entertainment","June",2001," E",7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,21,6,12,15,11,4,22,22,44
"69","Blitz Games","Crave Entertainment","September",2004," M",3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,12,6,17,5,10,6,11,25,19
"70","BioWare","Interplay","September",2000," T",9.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,17,3,17,15,14,9,20,22,35
"71","BioWare","Interplay","June",2001," T",9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,4,4,5,4,11,7,11
"72","Vicarious Visions","Activision","November",2009," E10+",7.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,4,7,3,3,9,7,18
"73","Treasure","D3 Publisher","August",2008," E10+",8.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,2,3,4
"74","Rare","THQ","September",2003," E",8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,1,3,1,2,1,3,7,4
"75","Rare","Microsoft","November",2008," E10+",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,1,2,5,5,3,10,8,13
"76","Rare","Nintendo","November",2000," E",9.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,8,2,5,4,4,2,2,9,6
"77","Ubisoft Montreal","Ubisoft","October",2001," T",8,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,2,2,1,4,3,5
"78","WayForward Technologies","Warner Bros.  Interactive","September",2010," E10+",7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,3,2,2,3,5,12
"79","Hudson Soft","Hudson Soft","April",2007," E",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,1,2
"80","DICE  (Digital Illusions CE)","Electronic Arts","October",2016," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,16,1,18,8,8,4,25,22,37
"81","DICE  (Digital Illusions CE)","Electronic Arts","July",2009," T",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,3,3,6
"82","DICE  (Digital Illusions CE)","Electronic Arts","June",2005," T",8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,4,6,1,2,8,5,13
"83","DICE  (Digital Illusions CE)","Electronic Arts","October",2006," T",8.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,14,2,15,11,8,3,19,21,40
"84","DICE  (Digital Illusions CE)","Electronic Arts","October",2011," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,26,8,21,14,10,10,21,25,28
"85","DICE  (Digital Illusions CE)","Electronic Arts","October",2013," M",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,18,6,21,12,14,10,23,33,38
"86","DICE  (Digital Illusions CE)","Electronic Arts","June",2009," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,3,3,5,3,9,12,14
"87","DICE  (Digital Illusions CE)","Electronic Arts","June",2008," T",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,3,4,14,1,6,0,10,17,15
"88","DICE  (Digital Illusions CE)","Electronic Arts","March",2010," M",8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,11,2,18,8,6,4,11,20,22
"89","PlatinumGames","Nintendo","October",2014," M",9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,10,3,7,6,4,3,14,10,16
"90","Bandai Namco Games","Bandai Namco Games","October",2007," E",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,1,4,2,3,7,4,13
"91","Vicarious Visions","Activision","October",2007," E",6.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,2,1,3
"92","High Voltage Software","D3 Publisher","October",2007," E10+",7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,12,4,9,6,6,5,6,20,17
"93","Ubisoft","Ubisoft","March",2011," T",9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,4,10,9,9,5,16,17,26
"94","Nintendo","Nintendo","June",2007," E",7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,2,3,2,5
"95","Sonic Team","SEGA","September",2003," E",7.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,11,2,7,11,3,8,14,14,20
"96","Capcom","Capcom","July",2009," M",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,5,3,1,4,5,10
"97","Nintendo","Nintendo","January",2000," E",8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,6,0,4,1,1,8,4
"98","TT Games","Eidos Interactive","November",2006," E10+",8,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,9,3,8,8,5,4,11,14,16
"99","Argonaut Games","Electronic Arts","October",2003," E",3.8,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,0,0,2,3,5,3
"100","Lionhead Studios","Electronic Arts","October",2005," T",8.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,1,8,8,2,2,12,8,15
"101","Lionhead Studios","Electronic Arts","April",2006," T",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,12,3,19,6,9,5,9,19,20
"102","Lionhead Studios","Electronic Arts","January",2002," T",7.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,2,1,0,4,6,3
"103","Omega Force","Koei","November",2007," T",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,4,0,0,0,3,5,6
"104","ARC System Works","Aksys Games","March",2010," T",9.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,6,0,8,3,4,3,5,14,10
"105","ARC System Works","Aksys Games","July",2010," T",8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,3,2,1,9,3
"106","Treasure","SEGA","October",2008," T",8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,3,1,1,4,3
"107","Treasure","SEGA","October",2007," T",8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,2,3,2,2,2,6,5
"108","Hudson Soft","Infogrames","April",2002," E",7.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,4,2,1,0,3,4,7
"109","Midway  Games","Midway  Games","October",2005," M",7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,2,4,5,2,6,7,9,11
"110","Midway  Games","Midway  Games","October",2008," M",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,8,1,7,4,3,5,9,12,11
"111","Crystal Dynamics","Eidos Interactive","March",2002," M",7.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,8,1,6,4,5,3,4,13,7
"112","FromSoftware","Sony Computer Entertainment","March",2015," M",9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,21,11,29,14,18,5,25,43,39
"113","Climax Studios","Microsoft Game Studios","April",2012," M",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,8,3,11,8,6,5,9,18,15
"114","Hudson Soft","Konami","November",2003," M",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,2,7,3,4,2,3,9,6
"115","Hudson Soft","Majesco","June",2002," E",8.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,4,2,2,1,6,5,7
"116","Hudson Soft","Majesco","March",2004," E",6.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,2,3,0,7,3,10
"117","Hudson Soft","Hudson Soft","January",2008," E",6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,4,2,0,5,3,11
"118","Hudson Soft","Atlus","November",2006," E",8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,3,6,4,3,7,5,12
"119","Hudson Soft","Hudson Soft","July",2007," E",8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,1,3,3,2,4,1,5,5
"120","Hudson Soft","Majesco","June",2002," E",7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,4,1,2,2,1,6,2
