"","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"315","Capcom","Capcom","June",2013," RP-T+",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,3,2,0,4,3,8
"316","Koei","Koei","September",2002," T",7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,3,3
"317","Koei","Koei","September",2003," T",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,1,2
"318","Omega Force","Koei","March",2005," T",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,2,7,7,3,4,8,8,15
"319","Omega Force","Koei","October",2000," T",7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,3,2,1,1,3,4,5
"320","Omega Force","Koei","November",2001," T",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,1,4,2,4,3,4,7,8
"321","Omega Force","Koei","March",2003," T",8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,20,4,24,10,9,6,21,27,43
"322","Omega Force","Koei","March",2006," T",5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1,1,3,1,5
"323","Omega Force","Koei","March",2011," T",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,2,0,0,2,6
"324","Omega Force","Koei","October",2006," T",5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,1,1,0,4,3,4
"325","Koei","Koei","July",2007," E10+",5.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,1,3
"326","Omega Force","Bandai Namco Games","April",2009," T",5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,2,4,1,0,7,2,12
"327","Omega Force","Bandai Namco Games","June",2011," T",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,4,2,0,0,1,7,9
"328","EA Canada","Electronic Arts","October",2007," E",6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,4,0,2,4,4,6
"329","EA Canada","Electronic Arts","November",2009," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,1,2,3,3,1,4,5,6
"330","Electronic Arts","Electronic Arts","June",2014," T",6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,1,2,4,3,1,3,6,11
"331","Electronic Arts","Electronic Arts","March",2016," T",6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,3,1,2,3,1
"332","Ubisoft Montreal","Ubisoft","November",2016," E10+",7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,6
"333","Westwood Studios","Electronic Arts","September",2002," T",8.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,17,0,5,7,4,3,10,11,19
"334","Yuke's Media Creations","D3 Publisher","April",2019," RP-M+",7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,2,7,2,1,2,3,7,9
"335","Gameloft","Gameloft","June",2010," E10+",6.9,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,1,6,3,3,7,6,14
"336","Nintendo","Nintendo","January",2006," E",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,2,3,1,0,7,4,11
"337","Konami","Konami","December",2006," E",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,0,2,3,0,0,7,5,10
"338","Paradox  Interactive","Paradox  Interactive","April",2009," T",7.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,7,1,4,5,2,4,7,7,10
"339","Westwood Studios","Electronic Arts","June",2001," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,3,2,2,2,2,6,4
"340","Creative Assembly","SEGA","September",2012," T",9.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0,5,6,2,0,11,6,24
"341","FromSoftware","Ubisoft","August",2006," T",7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,12,1,8,5,4,2,7,11,14
"342","LucasArts","LucasArts","November",2000," T",8.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,14,3,5,12,5,7,18,12,28
"343","FromSoftware","Agetec","October",2000," T",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,2,6,0,2,5,2,8
"344","Atlus","Atlus","August",2015," T",7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,1,2,3,3
"345","Atlus","Atlus","October",2013," T",8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,2,2,3
"346","Paradox  Interactive","Strategy First","November",2001," E",9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,4,1,4
"347","Paradox  Interactive","Paradox  Interactive","January",2007," E",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,1,4,1,1,9,3,15
"348","Paradox  Interactive","Paradox  Interactive","May",2008," E10+",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,1,4,1,1,9,3,15
"349","Paradox  Interactive","Paradox  Interactive","August",2013," T",8.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,2,5,1,2,1,10,7,15
"350","Paradox  Interactive","Paradox  Interactive","April",2008," E10+",8.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,2,2
"351","FromSoftware","Agetec","October",2000," T",7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,2,1,0,5,2,7
"352","SIE London Studio","Sony Computer Entertainment","April",2004," E",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,3,1,1,2,3,6
"353","SIE London Studio","Sony Computer Entertainment","November",2005," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,3
"354","SIE London Studio","Sony Computer Entertainment","November",2003," E",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,2,1,1,4
"355","SIE London Studio","Sony Computer Entertainment","August",2005," E10+",7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,1,3,4
"356","Monolith Productions","Sierra","October",2005," M",9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,1,2,1,0,1,4,6,8
"357","Electronic Arts","Electronic Arts","December",2000," E",7.9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"358","EA Canada","Electronic Arts","October",2007," E",7.7,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4,2,2,4,3,6
"359","EA Canada","Electronic Arts","October",2008," E",8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,1,6,1,1,9,4,20
"360","EA Canada","Electronic Arts","October",2008," E",7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,1,6,1,1,9,4,20
"361","EA Canada","Electronic Arts","October",2009," E",9.3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,2,2,2,2,1,10,6,12
"362","EA Canada","Electronic Arts","September",2011," E",9.5,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,16,4,10,6,11,5,22,15,33
"363","EA Canada","Electronic Arts","September",2012," E",9,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,16,1,2,12,3,7,20,9,30
"364","EA Canada","Electronic Arts","September",2013," E",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,4,2,6
"365","EA Canada","Electronic Arts","September",2014," E",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1
"366","EA Canada","Electronic Arts","September",2015," E",7.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,3,2,3,1,4,4,6
"367","EA Canada","Electronic Arts","September",2016," E",8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,10,0,4,8,2,5,9,5,14
"368","EA Canada","Electronic Arts","September",2018," E",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,6,7,1,1,13,4,18
"369","EA Canada","Electronic Arts","September",2019," E",7.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,3,3,0,0,10,4,14
"370","Electronic Arts","Electronic Arts","November",2002," E",8.4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,3,1,1,6,1,6
"371","EA Canada","Electronic Arts","November",2003," E",8.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,2,3,3
"372","EA Canada","Electronic Arts","March",2012," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
"373","Lionhead Studios","Microsoft","May",2012," E10+",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,1,7,9,2,4,9,10,13
"374","Lionhead Studios","Microsoft","January",2010," M",9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,24,7,20,22,21,13,24,34,45
"375","Lionhead Studios","Microsoft","May",2011," M",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,8,2,5,4,5,5,10,6,21
"376","Lionhead Studios","Microsoft","October",2012," T",7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,2,9,5,3,3,6,12,12
"377","Lionhead Studios","Microsoft","September",2005," M",8.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,10,1,4,7,4,5,8,8,20
"378","EA Canada","Electronic Arts","November",2008," T",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,1,1,2,4
"379","Intelligent Systems","Nintendo","November",2012," E",9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,1,3,4
"380","Bethesda Game Studios","Bethesda  Softworks","October",2008," M",8.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,27,9,19,20,20,12,32,38,54
"381","Bethesda Game Studios","Bethesda  Softworks","November",2015," M",9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,7,16,7,10,10,22,23,30
"382","Bethesda Game Studios","Bethesda  Softworks","March",2016," M",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,3,10,6,7,5,11,17,20
"383","Bethesda Game Studios","Bethesda  Softworks","May",2016," M",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,1,5,2,4,3,5,7,13
"384","Bethesda Game Studios","Bethesda  Softworks","July",2016," M",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,3,10,6,7,5,11,17,20
"385","Bethesda Game Studios","Bethesda  Softworks","November",2018," M",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,12,3,6,7,5,4,13,12,25
"386","Obsidian Entertainment","Bethesda  Softworks","October",2010," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,17,5,15,14,10,6,19,17,27
"387","ARC System Works","Aksys Games","January",2009," E",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,3,0,2,4,5
"388","High Voltage Software","2K Games","October",2006," M",4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,21,5,7,15,6,6,22,15,31
"389","ARC System Works","Aksys Games","May",2009," E10+",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,3,2,0,2,5,5
"390","Namco","Bandai Namco Games","May",2008," E",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,1,1,2,1
"391","Namco","Bandai Namco Games","March",2009," E",5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,1,1,1,2,2
"392","ARC System Works","Aksys Games","August",2009," E",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,5,1,1,4,4,5
"393","ARC System Works","Aksys Games","May",2008," E",2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,4,1,1,3,5,5
"394","Visual Concepts","Take-Two Interactive ","June",2007," T",6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,1,0,3,2,2,5,6,6
"395","Level-5","Nintendo","October",2014," E10+",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,2,4,2,2,7,5,10
"396","SEGA","SEGA","June",2009," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,5,1,2,4,1,4,9,4,6
"397","Ubisoft Montreal","Ubisoft","December",2012," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,9,3,11,9,6,5,17,12,24
"398","Ubisoft Montreal","Ubisoft","May",2013," M",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,4,8,6,6,1,15,14,19
"399","Ubisoft Montreal","Ubisoft","November",2014," M",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,23,7,21,15,11,8,22,29,32
"400","Ubisoft Montreal","Ubisoft","March",2018," M",8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,23,9,25,21,19,9,38,35,58
"401","Ubisoft Montreal","Ubisoft","June",2018," M",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,23,9,25,21,19,9,38,35,58
"402","Ubisoft Montreal","Ubisoft","July",2018," M",5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,23,9,25,21,19,9,38,35,58
"403","Ubisoft Montreal","Ubisoft","September",2005," M",9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,14,3,16,10,6,4,14,20,22
"404","Ubisoft Montreal","Ubisoft","March",2006," M",8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,14,3,16,10,6,4,14,20,22
"405","Ubisoft Montreal","Ubisoft","December",2006," M",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,3,2,2,0,0,7,3
"406","EA Canada","Electronic Arts","March",2011," M",8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,1,12,7,7,3,8,19,21
"407","EA Canada","Electronic Arts","June",2009," T",8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,3,3,2,3,5,4,6
"408","Square Enix","Square Enix","March",2009," E10+",6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,2,6,5,2,5,9,9,16
"409","Square Enix","Square Enix","May",2008," E",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,9,3,5,6,4,1,13,8,26
"410","Square Enix","Square Enix","March",2008," E10+",8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,3,5,6,1,1,9,7,17
"411","Square Enix","Square Enix","July",2008," E10+",8.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,2,12,5,5,1,6,15,16
"412","Square Enix","Square Enix","April",2011," E10+",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"413","Square","Square","November",2000," T",9.2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,13,3,13,5,8,6,10,17,22
"414","Square Enix","Square Enix","June",2008," E10+",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,3,8,7,3,4,13,9,22
"415","Square","Nintendo","September",2003," E",9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,2,3,5,2,12,10,14
"416","Square Enix","Square Enix","March",2015," M",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,12,2,4,8,4,1,13,12,24
"417","Square","Square","December",2001," T",9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,24,2,5,15,5,8,18,13,31
"418","Square Enix","Square Enix","November",2003," T",9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,10,2,7,5,5,3,7,21,22
"419","Square Enix","Sony Computer Entertainment","March",2004," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,15,2,7,13,3,5,16,15,30
"420","Square Enix","Square Enix","April",2006," T",8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,15,2,7,13,3,5,16,15,30
"421","Square Enix","Square Enix","October",2006," T",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,12,1,8,6,5,5,14,13,25
"422","Square Enix","Square Enix","November",2007," E10+",8.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,2,3,3,1,3,11,4,12
"423","Square Enix","Square Enix","July",2017," T",8.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,12,1,8,6,5,5,14,13,25
"424","Square Enix","Square Enix","January",2012," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,13,0,13,9,11,3,22,22,33
"425","Square Enix","Square Enix","August",2013," T",8.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,20,0,12,14,5,7,23,21,49
"426","Square Enix","Square Enix","November",2016," T",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,16,3,11,15,4,3,27,14,43
"427","Capcom","Capcom","April",2010," T",8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,12,4,12,13,9,4,22,20,35
"428","Intelligent Systems","Nintendo","November",2003," E",9.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,15,1,12,12,4,4,17,17,23
"429","Intelligent Systems","Nintendo","May",2017," T",7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11,1,3,7,5,4,15,6,12
"430","Intelligent Systems","Nintendo","October",2005," T",8.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,12,1,18,10,7,3,17,25,29
"431","Intelligent Systems","Nintendo","November",2007," E10+",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,2,3,0,1,3,1,6
"432","Intelligent Systems","Nintendo","December",2011," E",8.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,2,5,3,2,0,8,9,15
"433","Intelligent Systems","Nintendo","July",2019," T",9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,22,4,15,14,11,12,26,23,34
"434","Spike","BAM! Entertainment","June",2001," T",7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,4
"435","Spike","Sony Computer Entertainment","April",2013," T",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,1,1,3,4,3
"436","Sports Interactive (SI Interactive)","SEGA","October",2007," E",9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,2
