"","game_name","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre"
"6792","Sonic Mega Collection","Sonic Team","SEGA","November","2002"," E","7.5","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6793","Sonic Riders: Zero Gravity","Sonic Team","SEGA","January","2008"," E","5.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6794","Sonic Rivals","Backbone Entertainment","SEGA","November","2006"," E","7.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6795","Sonic Rivals 2","Backbone Entertainment","SEGA","November","2007"," E","6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6796","Sonic Rush","Dimps","SEGA","November","2005"," E","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6797","Sonic Rush Adventure","SEGA","SEGA","September","2007"," E","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6798","Sonic Shuffle","SEGA","SEGA","November","2000"," E","4.7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"6799","Sonic Spinball","Sonic Team","SEGA","November","1993",NA,"7.5","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6800","Sonic The Hedgehog: Pocket Adventure","SNK [1978-2001]","SNK [1978-2001]","December","1999"," E","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6801","Sonic Unleashed","Sonic Team","SEGA","November","2008"," E10+","7.2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"6802","Sonic and the Secret Rings","SEGA","SEGA","February","2007"," E","6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6803","Sonic at the Olympic Winter Games [2010]","N/A","SEGA","February","2010",NA,"5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"6804","Sonic the Hedgehog","Sonic Team","SEGA","November","2006"," E","4.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6805","Sonic the Hedgehog 2","Sonic Team","SEGA","November","1992"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"6806","Sonic the Hedgehog 3","Sonic Team","SEGA","February","1994","E","9","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6807","Sonic the Hedgehog 4: Episode I","Sonic Team","SEGA","October","2010"," E","8","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6808","Sonic the Hedgehog 4: Episode II","Sonic Team","SEGA","May","2012"," E","6.5","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6809","Sonic the Hedgehog [1991]","Sonic Team","SEGA","December","1991"," E","8.6","0","1","0","1","0","1","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6810","Sonic the Hedgehog [Master System]","Sonic Team","SEGA","December","1991",NA,"7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6811","Sonic: Lost World","Sonic Team","SEGA","October","2013"," E10+","5.8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6812","Sonic: Lost World [3DS]","Sonic Team","SEGA","October","2013"," E10+","6.8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6813","Sorcerian: Apprentice of Seven Star Magic","Nihon Falcom Corp","Victor Interactive","N",NA,NA,"6.4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6814","Sorcery","The Workshop","Sony Computer Entertainment","May","2012"," E10+","7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6815","Sorcery Saga: The Curse of the Great Curry God","Compile Heart","Aksys Games","December","2013"," T","7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6816","Sorcery!","Inkle","Inkle","May","2013",NA,"8.8","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6817","Soul Blade","Project Soul","Namco","November","1997"," T","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6818","Soul Bubbles","Eurocenter","Eurocenter","December","2012",NA,"8.4","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"6819","Soul Fighter","Toka","Mindscape","November","1999"," T","2.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6820","Soul Reaver 2: Legacy of Kain","Crystal Dynamics","Eidos Interactive","October","2001"," M","9","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"6821","Soul Sacrifice","Marvelous Entertainment","Sony Computer Entertainment","April","2013"," M","7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6822","Soulcalibur","Project Soul","Namco","released",NA,NA,"10","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6823","Soulcalibur II","Project Soul","Namco","August","2003"," T","9.2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6824","Soulcalibur IV","Project Soul","Bandai Namco Games","July","2008"," T","8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6825","Soulcalibur Legends","Bandai Namco Games","Bandai Namco Games","November","2007"," T","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6826","Soulcalibur V","Project Soul","Bandai Namco Games","January","2012"," T","7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6827","Soulcalibur VI","Project Soul","Bandai Namco Games","October","2018"," T","8.9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6828","Soulcalibur: Broken Destiny","Project Soul","Bandai Namco Games","September","2009"," T","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6829","Sound Shapes","Queasy Games","Sony Computer Entertainment","August","2012"," E","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6830","Soundodger","Independent","Independent","October","2013",NA,"7.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6831","South Park","Iguana Entertainment","Acclaim Entertainment","December","1998"," M","6.2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6832","South Park Let's Go Tower Defense Play!","Doublesix","Microsoft","October","2009"," M","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6833","South Park Rally","Tantalus","Acclaim Entertainment","January","2000"," M","3","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6834","South Park: Chef's Luv Shack","Acclaim Studios Austin","Acclaim Entertainment","December","1999"," M","4.3","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6835","South Park: Tenorman's Revenge","Other Ocean Interactive","Microsoft","March","2012"," M","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6836","South Park: The Fractured But Whole","Ubisoft San Francisco","Ubisoft","October","2017"," M","8.5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6837","South Park: The Stick of Truth","Obsidian Entertainment","Ubisoft","March","2014"," M","9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6838","Soviet Strike","Electronic Arts","Electronic Arts","November","1996"," T","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6839","Space Ace","Readysoft","Readysoft","April","1994","E","8","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"6840","Space Channel 5","United Game Artists","N/A","N",NA,NA,"9.2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6841","Space Chimps","RedTribe","Brash Entertainment","July","2008"," E10+","6.6","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6842","Space Empires V","Malfador Machinations","Strategy First","October","2006"," E","6.6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6843","Space Force Captains","Provox Games","JoWooD Entertainment AG","March","2008"," E10+","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6844","Space Giraffe","Llamasoft","Llamasoft","August","2007"," E","4.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6845","Space Griffon","Panther Software (JP)","Atlus","June","1997",NA,"2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6846","Space Harrier","SEGA-AM2","SEGA","released",NA," E","3","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"6847","Space Harrier II","SEGA-AM2","SEGA","May","1989",NA,"5","0","0","0","0","0","1","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"6848","Space Hulk","Full Control Games","Full Control Games","August","2013"," T","6.7","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6849","Space Hulk: Deathwing","Streum On Studio","Focus Home Interactive","December","2016"," M","6.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6850","Space Hulk: Tactics","Cyanide","Focus Home Interactive","October","2018"," M","7.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6851","Space Hulk: Vengeance of the Blood Angels","Key Game","Electronic Arts","January","1996"," T","6","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"6852","Space Invaders","Atari Inc. (1972-1984)","Atari Inc. (1972-1984)","released",NA,NA,"7","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6853","Space Invaders Extreme","Taito","Taito","June","2008"," E","9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6854","Space Invaders Extreme Z","Taito","N/A","N",NA,NA,"8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6855","Space Invaders Get Even","Taito","Taito","December","2008"," E10+","5.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6856","Space Invaders Infinity Gene","Taito","Taito","July","2009",NA,"8.7","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6857","Space Invaders Revolution","Taito","Mastiff","August","2005"," E","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6858","Space Invaders [1999]","Z-Axis","Activision","December","1999"," E","7.9","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"6859","Space Marauder","Unknown","Agetec","August","2000"," E","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6860","Space Rangers 2: Rise of the Dominators","Elemental Games","Cinemaware","March","2006"," T","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6861","Space Siege","Gas Powered Games","SEGA","August","2008"," T","6.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6862","Space Station Silicon Valley","DMA Design","Take-Two Interactive ","October","1998"," E","9.5","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"6863","Space Trek","N/A","Calaris Studios","TBA",NA," E10+","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6864","SpaceForce: Rogue Universe","Provox Games","JoWooD Entertainment AG","June","2007"," T","5.1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6865","Spaceball: Revolution","Virtual Toys","Virtual Toys","February","2010"," E","5.9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"6866","Spacebase DF-9","Double Fine Productions","Double Fine Productions","October","2013",NA,"6.8","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6867","Spandex Force","N/A","Karjasoft","February","2008",NA,"7.5","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"6868","Spare Parts","EA Bright Light","Electronic Arts","January","2011"," E10+","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6869","Spartan: Total Warrior","Creative Assembly","SEGA","October","2005"," M","7.9","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6870","Spawn [1999]","Konami","Konami","September","1999"," E","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6871","Spawn: Armageddon","Point of View","Namco","November","2003"," M","7.7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6872","Spawn: In the Demon's Hand","Capcom","Capcom","October","2000"," M","6","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"6873","Spawn: The Eternal","Sony Computer Entertainment","Sony Computer Entertainment","December","1997"," M","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6874","Spearhead","Zombie Studios","Interactive Magic","August","1998"," E","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6875","Spec Ops: Stealth Patrol","Runecraft","Take-Two Interactive ","May","2000"," T","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6876","Spec Ops: The Line","Yager Development","2K Games","June","2012"," M","8","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6877","Special Forces: Nemesis Strike","Asobo Studio","Hip Interactive","March","2005"," M","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6878","Special Forces: Team X","Zombie Studios","Microprose","February","2013"," M","4.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6879","Spectrobes","Jupiter","Disney Interactive Studios","March","2007"," E","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6880","Spectrobes: Beyond The Portals","Jupiter","Disney Interactive Studios","October","2008"," E10+","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6881","Spectrobes: Origins","Genki","Disney Interactive Studios","August","2009"," E10+","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6882","Speed Devils","Ubisoft","Ubisoft","October","1999"," E","7.9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6883","Speed Punks","Funcom","Sony Computer Entertainment","April","2000"," E","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6884","Speed Racer","Amanodai","Jaleco","March","1998"," E","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6885","Speed Racer: The Videogame","Sidhe","Warner Bros.  Interactive","May","2008"," E","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6886","Speed Racer: The Videogame","Virtuos Games","Warner Bros.  Interactive","May","2008"," E","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6887","Hot Wired","IncaGold","Xicat Interactive","June","2001"," E","5.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6888","Speedball 2 Evolution","Vivid Games","Tower Studios","May","2011",NA,"6.5","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"6889","Speedball 2100","Unknown","Unknown","October","2000",NA,"7.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6890","Speedball 2: Brutal Deluxe","Bitmap Brothers","Renegade","October","1992",NA,"5.8","0","1","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"6891","Speedy Gonzales: Aztec Adventure","Sunsoft Games (US)","Sunsoft","January","2000"," E","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6892","SpellForce 2","N/A","DreamCatcher Interactive","April","2011"," M","8.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6893","Spelunker","Unknown","Broderbund","released",NA,NA,"2.5","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6894","Spelunky","Mossmouth","Mossmouth","July","2012"," T","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6895","Sphinx and the Cursed Mummy","Eurocom","THQ","November","2003"," T","8.5","0","0","0","0","0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6896","Spice World","SCE Studios Soho","Sony Computer Entertainment","August","1998"," E","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6897","Spider","Boss Game Studios","BMG Interactive","December","1996",NA,"6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6898","Spider-Man 2 [N-Gage]","Backbone Entertainment","Activision","July","2004"," T","7.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6899","Spider-Man 2: Enter Electro","Vicarious Visions","Activision","September","2001"," E","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6900","Spider-Man 2: The Sinister Six","Torus Games","Activision","May","2001"," E","9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6901","Spider-Man 3","Treyarch","Activision","May","2007"," T","6.9","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6902","Spider-Man [2000]","Neversoft Entertainment","Activision","August","2000"," E","9","1","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0"
"6903","Spider-Man: Edge of Time","Beenox","Activision","October","2011"," T","4.5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6904","Spider-Man: Friend or Foe","Next Level Games","Activision","October","2007"," E10+","4.9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6905","Spider-Man: Mysterio's Menace","Vicarious Visions","Activision","September","2001"," E","8.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6906","Spider-Man: Shattered Dimensions","Beenox","Activision","September","2010"," T","8","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6907","Spider-Man: The Movie","Treyarch","Activision","April","2002"," E","8.4","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6908","Spider-Man: Web of Shadows -- Amazing Allies Edition","Amaze Entertainment","Activision","October","2008"," E10+","5.5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6909","SpikeOut","SEGA-AM4","SEGA","October","1999",NA,"5.5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"6910","Spin Jam","Take-Two Interactive ","Take-Two Interactive ","July","2000"," E","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6911","Spin Master","Data East","SNK [1978-2001]","December","1993",NA,"6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6912","Spirit Camera: The Cursed Memoir","Tecmo","Nintendo","April","2012"," T","5.5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"6913","Spirit of Speed 1937","Broadsword Interactive","Acclaim Entertainment","July","1999",NA,"2.2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6914","Splashdown","Rainbow Studios","Infogrames","November","2001"," E","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6915","Splashdown: Rides Gone Wild","Rainbow Studios","THQ","August","2003"," E","8.9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"6916","Splat Magazine Renegade Paintball","Cat Daddy Games","Global Star","October","2005"," T","4.2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6917","Splatoon","Nintendo","Nintendo","May","2015"," E10+","8.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6918","Splatoon 2","Nintendo","Nintendo","July","2017"," E10+","8.3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6919","Splatoon 2: Octo Expansion","Nintendo","Nintendo","June","2018"," E10+","8.8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"6920","Splatterhouse","Bandai Namco Games","Bandai Namco Games","November","2010"," M","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6921","Splatterhouse 2","Namco","Namco","June","1992",NA,"5.5","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
