"","game_name","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre"
"2208","Eagle Eye Golf","Telenet Japan (Nippon Telenet)","Aksys Games","N",NA," E10+","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2209","Eagle Flight","N/A","Ubisoft","November","2016"," E10+","7.6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2210","Eagle One: Harrier Attack","Glass Ghost","Infogrames","March","2000"," E","6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2211","Earth & Beyond","Westwood Studios","Electronic Arts","September","2002"," T","8.8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2212","Earth 2150","Zuxxez","Mattel  Interactive","June","2000"," T","8.9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2213","The Earth Defense Force 2017 Portable","Sandlot (JP)","D3 Publisher","January","2013"," T","6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2214","The Earth Defense Force: Insect Armageddon","Vicious Cycle","D3 Publisher","July","2011"," T","7.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2215","Earth Defense Force 2025","Sandlot (JP)","D3 Publisher","February","2014"," M","6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2216","Earth Defense Force 5","N/A","D3 Publisher","December","2018"," RP-M+","8.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2217","Earth Defense Force: Iron Rain","Yuke's Media Creations","D3 Publisher","April","2019"," RP-M+","7.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2218","EarthBound","Ape Inc.","Nintendo","February","1995","E","9","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2219","EarthFall","Holospark","Holospark","July","2018"," T","5.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2220","Mother","Ape Inc.","Nintendo","released",NA,NA,"6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2221","Earthworm Jim 1 & 2: The Whole Can of Worms","Shiny Entertainment","Playmates","November","1996","E","7","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"2222","Earthworm Jim 2","Shiny Entertainment","Playmates","January","1996","E","4","0","0","1","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"2223","Earthworm Jim 3D","Vis Entertainment","Rockstar  Games","October","1999"," E","7.3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2224","Earthworm Jim HD","Gameloft","Gameloft","June","2010"," E10+","6.9","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2225","East India Company","Nitro Games","Paradox  Interactive","July","2009"," T","7.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2226","Eat Them!","FluffyLogic","Sony Computer Entertainment","December","2011"," T","6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2227","Ecco the Dolphin","Appaloosa Interactive","SEGA","October","1996","E","7","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2228","Ecco the Dolphin: Defender of the Future","Appaloosa Interactive","SEGA","August","2000"," E","7.6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2229","Ecco: The Tides of Time","Novotrade","SEGA","October","1993",NA,"7","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2230","Echelon","Buka Entertainment","Bethesda  Softworks","May","2001"," E","7.2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2231","Echo Night","FromSoftware","Agetec","August","1999"," T","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2232","Echochrome II","Game Yaruoze","Sony Computer Entertainment","December","2010"," E","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2233","Echoes","Halfbrick Studios","Halfbrick Studios","November","2009"," E","7.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2234","Echoshift","Artoon","Sony Computer Entertainment","February","2010"," E","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2235","Ecks vs. Sever","Crawfish Interactive","BAM! Entertainment","November","2001"," T","9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"2236","Eco-Creatures: Save the Forest","Lightweight","Majesco","March","2008"," E","5.5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2237","Ed, Edd 'n Eddy: Jawbreakers!","Crawfish Interactive","BAM! Entertainment","March","2003"," E","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2238","Ed, Edd 'n Eddy: Scam of the Century","N/A","D3 Publisher","October","2007"," E","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2239","Edgar Torronteras' Moto-X 2000","Deibus Studios","Sierra Studios","April","2000",NA,"5.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2240","Edge of Nowhere","Insomniac Games","Insomniac Games","June","2016",NA,"6.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2241","Edna & Harvey: Harvey's New Eyes","Daedalic","Daedalic","October","2012",NA,"6","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2242","Egg Mania","HotGen Studios","Kemco","September","2002"," E","5.3","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2243","Ehrgeiz","Dream Factory","Namco","March","1998",NA,"7.5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2244","Einhander","Square","Sony Computer Entertainment","May","1998"," E","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2245","El Matador","Plastic Reality","2WG Media","September","2006"," M","5.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2246","El Shaddai: Ascension of the Metatron","Ignition Tokyo","Ignition Entertainment","July","2011"," T","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2247","Valhalla Knights: Eldar Saga","K2 (Japan)","Xseed Games","September","2009"," T","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2248","Eldritch","Minor Key Games","Minor Key Games","October","2013",NA,"7.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2249","Electrocop","Epyx","Atari Corp. (1984-2003)","December","1991",NA,"7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2250","Electroplankton","Nintendo","Nintendo","January","2006"," E","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2251","Elebits","Konami","Konami","December","2006"," E","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2252","Elebits 2","Konami","Konami","TBA",NA," RP","7.9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2253","Elemental Masters","lbxgames","lbxgames","March","2010"," T","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2254","Elevator Action","Taito","Atari Corp. (1984-2003)","released",NA,NA,"6","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2255","Eliminator","Psygnosis","Psygnosis","February","1999"," E","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2256","Elite Beat Agents","iNiS","Nintendo","November","2006"," E10+","9.5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2257","Elite Forces: Unit 77","Abylight","Gammick Entertainment","December","2011"," T","5.2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2258","Elite: Dangerous","Frontier Developments","Frontier Developments","December","2014"," T","7.4","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2259","Elven Legacy","Paradox  Interactive","Paradox  Interactive","April","2009"," T","7.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"2260","Emergency Mayhem","Supersonic Software","Codemasters","canceled",NA," RP","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2261","Emergency Rescue: Firefighters","Lupine Games","WizardWorks","April","2000"," E","5.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2262","Emperor: Battle for Dune","Westwood Studios","Electronic Arts","June","2001"," T","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2263","Empire Earth","Stainless Steel Studios","Sierra Studios","November","2001"," T","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2264","Empire Earth III","Mad Doc Software","Sierra","November","2007"," T","5.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2265","Empire of the Ants","Microids","Strategy First","July","2001"," E","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2266","Empire: Total War","Creative Assembly","SEGA","September","2012"," T","9.5","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2267","Empire: Total War & Napoleon: Total War","Creative Assembly","SEGA","October","2010"," T","9.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2268","Enchanted: Once Upon Andalasia","N/A","Disney Interactive Studios","November","2007"," E","6.5","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2269","Enchanted Arms","FromSoftware","Ubisoft","August","2006"," T","7.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2270","Enclave","Starbreeze AB","Vivendi Games","March","2003"," M","7.2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2271","Encleverment Experiment","Blitz Arcade","Blitz Arcade","November","2009"," E","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2272","Endgame","Empire Interactive","Empire Interactive","June","2002",NA,"3.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2273","Endless Ages","Avaria Corp","Summitsoft","July","2003"," T","5.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2274","Endless Legend","Amplitude Studios","Amplitude Studios","September","2014"," T","8.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2275","Endless Ocean","Arika","Nintendo","January","2008"," E","8.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2276","Endless Ocean: Blue World","Arika","Nintendo","February","2010"," E10+","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2277","Endless Space 2","Amplitude Studios","SEGA","May","2017"," E10+","7.9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2278","Endless Space [2012]","Amplitude Studios","Amplitude Studios","July","2012",NA,"8","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2279","Enduro Racer","SEGA","SEGA","December","1987",NA,"5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2280","Enemy Engaged: Comanche vs. Hokum","Razorworks","Empire Interactive","June","2000"," T","9","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"2281","Enemy Front","CI Games","CI Games","June","2014"," M","4.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2282","Enemy Territory: Quake Wars","Splash Damage","Activision","October","2007"," T","7.9","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2283","Enslaved: Odyssey to the West","Ninja Theory","Bandai Namco Games","N",NA," T","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2284","Enslaved: Odyssey to the West -- Premium Edition","Ninja Theory","Bandai Namco Games","October","2013"," T","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2285","Enter the Gungeon","Dodge Roll","Devolver Digital","April","2016"," T","8.5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2286","Enter the Matrix","Shiny Entertainment","Infogrames","May","2003"," T","7.2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2287","Enthusia Professional Racing","Konami Studios","Konami","May","2005"," E","7.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2288","Entwined","PixelOpus","Sony Computer Entertainment","June","2014"," E","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2289","Ephemeral Fantasia","Konami JPN (KCEJ)","Konami","July","2001"," T","4.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2290","Epidemic","Sony Computer Entertainment","Sony Computer Entertainment","October","1996"," E","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2291","Equilibrio","DK Games","DK Games","October","2009",NA,"6","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2292","Eragon","Amaze Entertainment","Vivendi Games","November","2006"," T","4.7","0","1","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0"
"2293","Escape Dead Island","Fatshark","Deep Silver","November","2014"," M","6.8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2294","Escape From Monkey Island","LucasArts","LucasArts","November","2000"," T","8.7","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2295","Escape Goat","MagicalTimeBean","MagicalTimeBean","November","2011",NA,"8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2296","Escape Plan","Fun Bits Interactive","Sony Computer Entertainment","February","2012"," T","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2297","Escape from Bug Island","Spike","Secret Stash Games","July","2007"," M","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2298","Escape from Paradise City","Sirius Games (Denmark)","cdv Software Entertainment","October","2007"," M","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2299","EscapeVektor: Chapter 1","Nnooo","Nnooo","September","2011"," E","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2300","Eternal Champions","SEGA","SEGA","August","1993"," T","6","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2301","Eternal Darkness: Sanity's Requiem","Silicon Knights","Nintendo","June","2002"," M","9.6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2302","Eternal Poison","Flight-Plan","Atlus","November","2008"," T","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2303","Eternal Ring","FromSoftware","Agetec","October","2000"," T","6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2304","Eternal Sonata","tri-Crescendo","Bandai Namco Games","September","2007"," T","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2305","Ether One","White Paper Games","White Paper Games","March","2014"," E10+","7.9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2306","Etherlords","Nival Interactive","Fishtank Interactive","November","2001"," T","8.1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2307","Etrian Odyssey","Atlus","Atlus","May","2007"," T","7.4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2308","Etrian Odyssey 2 Untold: The Fafnir Knight","Atlus","Atlus","August","2015"," T","7.3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2309","Etrian Odyssey IV: Legends of the Titan","N/A","Atlus","February","2013"," T","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2310","Etrian Odyssey Untold: The Millennium Girl","Atlus","Atlus","October","2013"," T","8.5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2311","Eufloria","Omni Systems Limited","Omni Systems Limited","October","2011"," E","7","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2312","Eurofighter Typhoon","Rage Software","Ubisoft","July","2001"," E","8.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2313","Europa Universalis","Paradox  Interactive","Strategy First","February","2001"," E","9","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2314","Europa Universalis II","Paradox  Interactive","Strategy First","November","2001"," E","9","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2315","Europa Universalis III","Paradox  Interactive","Paradox  Interactive","January","2007"," E","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2316","Europa Universalis III: In Nomine","Paradox  Interactive","Paradox  Interactive","May","2008"," E10+","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2317","Europa Universalis IV","Paradox  Interactive","Paradox  Interactive","August","2013"," T","8.9","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2318","Europa Universalis: Rome","Paradox  Interactive","Paradox  Interactive","April","2008"," E10+","8.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2319","Europa Universalis: Rome -- Vae Victis","Paradox  Interactive","Paradox  Interactive","November","2008"," E10+","7.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2320","European Air War","Microprose","Microprose","November","1998"," E","8.2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2321","European Soccer Challenge","Telegames","Telegames","December","1991",NA,"8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2322","Eve of Extinction","Yuke's Media Creations","Eidos Interactive","February","2002"," T","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2323","Evel Knievel [1999]","Tarantula Studios","Rockstar  Games","November","1999"," E","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2324","Ever Oasis","Grezzo","Nintendo","June","2017"," E10+","8.9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2325","EverQuest","Verant Interactive","Sony Online Entertainment","March","1999"," T","8.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2326","EverQuest II","Sony Online Entertainment","Sony Online Entertainment","November","2004"," T","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2327","EverQuest II: Echoes of Faydwer","Sony Online Entertainment","Sony Online Entertainment","November","2006"," T","8.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2328","EverQuest: Ruins of Kunark","Verant Interactive","Sony Online Entertainment","April","2000"," T","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2329","EverQuest: Shadows of Luclin","Verant Interactive","Sony Online Entertainment","December","2001"," T","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2330","EverQuest: The Scars of Velious","Verant Interactive","Sony Online Entertainment","December","2000"," T","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2331","Everblue 2","Arika","Capcom","February","2003"," E","5.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2332","Evergrace","FromSoftware","Agetec","October","2000"," T","7.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2333","Everlight of Magic & Power","N/A","The Games Company","September","2008"," T","6.9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2334","Every Extend Extra","Q Entertainment","Buena Vista Games","November","2006"," E","8.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2335","Every Extend Extra Extreme","Q Entertainment","N/A","October","2007"," E","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"2336","Hot Shots Golf","Clap Hanz","Sony Computer Entertainment","April","1998"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
