"","rn","meanImp","medianImp","minImp","maxImp","normHits","decision"
"102","V1_Namco",2.4166441274713,2.61137175495141,0.445501334616731,4.55226247075405,0.0202020202020202,"Rejected"
"103","V1_Natsume",0.0647376967359147,0.392447588097738,-2.49562539796636,1.89626393982653,0,"Rejected"
"104","V1_Nintendo",19.5163331821629,19.6732717846862,15.6792482641057,22.1109063264197,1,"Confirmed"
"105","V1_NIS",-0.0361033952508681,0.00288090234205644,-1.51448170591213,1.56442102874999,0,"Rejected"
"106","V1_other",13.6074874303273,13.701898436963,11.0680363996367,16.5874713850581,1,"Confirmed"
"107","`V1_Paradox  Interactive`",-0.836410078167073,-1.08335512495843,-1.81104654223886,0.582807703214666,0,"Rejected"
"108","V1_Psygnosis",-1.63432754495903,-1.76047231101127,-3.17270540539101,-0.576610281431922,0,"Rejected"
"109","`V1_Rockstar  Games`",10.0040927742552,10.0458080301939,8.11527829643822,12.3437399613275,1,"Confirmed"
"110","V1_SEGA",1.27784019899866,1.2417488860727,-0.898724832642808,2.90748962511261,0,"Rejected"
"111","V1_Sierra",0.664468102758245,0.583363363709295,-0.496282662866014,2.10123715739869,0,"Rejected"
"112","`V1_SNK [1978-2001]`",3.9870314784818,3.96454450881875,1.80084751448332,6.11030358142525,0.707070707070707,"Confirmed"
"113","`V1_Sony Computer Entertainment`",10.6597305556541,10.5403889496334,8.34843479214069,13.1247411555059,1,"Confirmed"
"114","`V1_Sony Online Entertainment`",2.13935874275205,2.4946700784644,0.298188032742479,3.41393478136513,0,"Rejected"
"115","`V1_SouthPeak Games`",6.86248642077232,6.84202463198255,4.54368282104378,9.18241664334592,0.98989898989899,"Confirmed"
"116","V1_Square",-0.949189860679615,-1.14668108884535,-2.46960607167042,0.503126221917508,0,"Rejected"
"117","`V1_Square Enix`",0.485661289238988,0.422967585888887,-0.910771233114056,1.64329101383427,0,"Rejected"
"118","`V1_Strategy First`",-0.6614987576248,-0.788880682116146,-1.6487783525819,1.17210106710915,0,"Rejected"
"119","V1_Sunsoft",0.65902127730931,0.675552130614275,-0.679731299639475,2.16149897419759,0,"Rejected"
"120","V1_Taito",2.24160401620506,2.29058773020706,0.49863707468634,4.49846748483542,0.0808080808080808,"Rejected"
"121","`V1_Take-Two Interactive `",-1.10564214631835,-0.486581232232317,-2.49480730932769,0.0845496639075963,0,"Rejected"
"122","`V1_Team17 Software`",0.948433027230145,1.1784023259264,-0.678384962686373,1.73080435514906,0,"Rejected"
"123","V1_Tecmo",-2.37706509756015,-2.52212482026844,-3.47088932313873,-0.62629539768089,0,"Rejected"
"124","V1_THQ",2.56952582052576,2.56425422645204,0.262714166975043,5.37420188561352,0.171717171717172,"Rejected"
"125","V1_Ubisoft",1.76174308754894,1.22600802866897,-0.187400613905442,3.72597994620854,0,"Rejected"
"126","`V1_Vivendi Games`",1.1226545534955,1.22571457970884,-1.08346310392775,3.51286276419579,0.0101010101010101,"Rejected"
"127","`V1_Warner Bros.  Interactive`",-0.983835065735813,-0.871072912461378,-2.77526917382043,0.370454497096669,0,"Rejected"
"128","`V1_Xseed Games`",0.844979342358507,1.1182699511235,-0.943198030576331,2.7414494598527,0,"Rejected"
"129","V1_3DO.1",7.13790581280946,6.99838127230372,4.74583640971707,9.58545481239091,0.98989898989899,"Confirmed"
"130","`V1_A2M (Artificial Mind and Movement)`",7.92952813988378,7.97399092693361,5.80111056114451,9.58568021500173,0.98989898989899,"Confirmed"
"131","`V1_ARC System Works`",0.609341054259661,0.590816794180224,-2.03864154108962,2.68357867838783,0,"Rejected"
"132","`V1_Argonaut Games`",-0.207822433287042,-0.291816857347715,-2.33975982712795,0.922867268049898,0,"Rejected"
"133","`V1_Atari Corp. (1984-2003).1`",0,0,0,0,0,"Rejected"
"134","V1_Atlus.1",0.442756224667115,0.232555322136699,-0.469770096036981,1.64067881532927,0,"Rejected"
"135","`V1_Bandai Namco Games.1`",-1.00281728242556,-0.948510611900486,-2.54109767473476,0.114118517665408,0,"Rejected"
"136","`V1_Bethesda Game Studios`",-2.53078279897623,-2.5779525299158,-3.7919042399443,-1.71952045024788,0,"Rejected"
