"","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"904","other","D3 Publisher","September",2007," T",5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,2,1,1,1,5
"905","Konami","Konami","December",2005," E",2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,9,1,9,7,3,4,12,10,18
"906","Natsume","Crave Entertainment","August",2000," E",7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,3,1,0,1,4,3,4
"907","Square Enix","Square Enix","July",2019," E10+",8.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,3,0,1,3,3,9
"908","Level-5","Nintendo","July",2010," E10+",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,16,2,12,6,6,5,15,17,26
"909","Square Enix","Square Enix","November",2007," E10+",7.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11,2,5,9,0,4,13,6,19
"910","Square Enix","Nintendo","September",2011," E",8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0,6,7,1,5,9,7,12
"911","other","other","November",2001," T",8.7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,19,5,14,14,11,10,20,13,37
"912","Level-5","Square Enix","November",2005," T",9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,13,3,13,10,7,7,11,12,24
"913","Intelligent Systems","Square Enix","September",2009," E",8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,3,3,0,1,4,1,5
"914","3DO","3DO","December",2001," T",6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,8,0,1,0,3,5,6
"915","Namco","Namco","October",2000," T",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,18,4,20,13,12,9,17,28,29
"916","Treyarch","Crave Entertainment","June",2000," T",6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,1,2,0,0,4,3,5
"917","other","Atlus","August",2013," T",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,1,7,5,3,1,6,7,14
"918","Capcom","Capcom","May",2012," M",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,24,5,20,13,11,8,30,22,48
"919","other","Ubisoft","November",2002," T",7.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,1,8,6,6,3,6,9,18
"920","other","NIS","August",2007," E10+",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0,4,5,4,4,9,6,17
"921","other","Sony Computer Entertainment","January",2002," M",8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,6,2,4,0,6,7,7
"922","other","Square Enix","March",2004," M",7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,9,3,2,1,6,8,14
"923","other","Square Enix","May",2014," M",4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,13,9,19,11,16,9,17,24,28
"924","other","Sony Computer Entertainment","April",2017," M",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,5,3,3,4,3,5,9
"925","other","THQ","September",2007," E",7.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,1,3,3,7
"926","other","THQ","October",2009," E",6.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,2
"927","other","other","October",2018," T",7.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,8,0,7,3,1,1,4,12,14
"928","other","other","October",2014," M",6.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,17,2,9,13,4,5,20,10,26
"929","other","other","April",2006," M",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,23,6,15,15,13,9,22,20,34
"930","Konami","Konami","September",2009," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,1,1,1,1,2,3,3
"931","other","Sony Computer Entertainment","October",2014," E",7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,2,1,0,4,6,14
"932","other","other","October",2016," E",5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,2,1,0,4,6,14
"933","Sumo Digital","Atari","May",2007," M",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,3,5,6,6,3,6,7,8
"934","other","Infogrames","November",2000," T",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,3,3,6,4,2,11,8,13
"935","other","Atari","June",2004," M",5.5,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,10,5,6,8,6,5,10,19,22
"936","other","Atari","June",2007," M",7.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,7,2,7,8,8,4,14,11,20
"937","other","Ubisoft","September",2011," T",8,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,13,4,13,7,10,4,12,25,21
"938","other","Square","January",2001," E",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"939","other","Electronic Arts","November",2002," E",6.2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,0,2,4,1,5,7,6,13
"940","other","Atlus","May",2008," E10+",7.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,3,2,1,1,2,6,2
"941","other","BAM! Entertainment","June",2002," T",7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,2,3
"942","WayForward Technologies","Capcom","August",2013," RP",7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,8,1,6,4,3,4,4,16,13
"943","High Voltage Software","Atari","November",2004," E",7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,7,4,5,3,5,8,8
"944","other","2K Games","June",2011," M",5.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,1,5,5,2,3,12,8,19
"945","n-Space","GT Interactive","November",2000," M",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,2,11,2,5,1,3,10,8
"946","other","other","May",2002," M",7.7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,4,7,3,4,2,6,8,12
"947","other","Sony Computer Entertainment","November",2010," T",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,3,1,1,2,2,4,2
"948","other","Xseed Games","June",2007," E10+",6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,1,5,1,1,1,2,10,6
"949","other","Microsoft","April",2002," T",8.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,6,13,7,7,5,10,13,13
"950","other","Microsoft","August",2005," M",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,4,3,3,2,5,8,6
"951","Obsidian Entertainment","Square Enix","June",2011," T",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,10,2,11,9,5,1,11,15,22
"952","other","other","October",2014," T",8.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,6,4,4,2,6,9,8
"953","other","Atari","August",2007," T",7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,1,3,3,1,3,6,5,13
"954","Capcom","Capcom","June",2013," RP-T+",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,3,2,0,4,3,8
"955","other","other","May",2013," T",5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,1,6,1,3,6,7,17
"956","other","Microsoft","August",2012," E10+",8.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,5,0,1,9,5,18
"957","other","other","January",2012," E10+",8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,2,3,2,1,7,6,7
"958","other","Warner Bros.  Interactive","January",2015," M",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,9,10,19,3,12,5,13,31,22
"959","Koei","Koei","September",2002," T",7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,3,3
"960","Koei","Koei","September",2003," T",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,1,2
"961","Omega Force","Koei","March",2005," T",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,2,7,7,3,4,8,8,15
"962","Omega Force","Koei","October",2000," T",7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,3,2,1,1,3,4,5
"963","Omega Force","Koei","November",2001," T",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,1,4,2,4,3,4,7,8
"964","Omega Force","Koei","March",2003," T",8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,20,4,24,10,9,6,21,27,43
"965","Omega Force","Koei","March",2006," T",5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1,1,3,1,5
"966","Omega Force","Koei","March",2011," T",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,2,0,0,2,6
"967","Omega Force","other","July",2013," T",8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,10,3,7,15,5,6,17,17,32
"968","Omega Force","Koei","October",2006," T",5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,1,1,0,4,3,4
"969","Koei","Koei","July",2007," E10+",5.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,1,3
"970","Omega Force","Bandai Namco Games","April",2009," T",5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,2,4,1,0,7,2,12
"971","Omega Force","Bandai Namco Games","June",2011," T",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,4,2,0,0,1,7,9
"972","EA Canada","Electronic Arts","October",2007," E",6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,4,0,2,4,4,6
"973","EA Canada","Electronic Arts","November",2009," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,1,2,3,3,1,4,5,6
"974","other","Electronic Arts","April",2005," E",8.6,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
"975","Electronic Arts","Electronic Arts","June",2014," T",6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,1,2,4,3,1,3,6,11
"976","Electronic Arts","Electronic Arts","March",2016," T",6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,3,1,2,3,1
"977","other","other","October",2017," M",4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,5
"978","other","Konami","September",2000," E",7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3,1,5
"979","other","Konami","August",2001," E",4.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,2,0,2,1,2,4
"980","Ubisoft Montreal","Ubisoft","November",2016," E10+",7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,6
"981","other","Infogrames","March",2000," E",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,1,1,1,3,5,3
"982","Westwood Studios","Electronic Arts","September",2002," T",8.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,17,0,5,7,4,3,10,11,19
"983","other","other","June",2000," T",8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,1,6,4,0,2,7,8,13
"984","other","D3 Publisher","December",2018," RP-M+",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,2,3,0,1,4,4,7
"985","Yuke's Media Creations","D3 Publisher","April",2019," RP-M+",7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,2,7,2,1,2,3,7,9
"986","Gameloft","Gameloft","June",2010," E10+",6.9,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,1,6,3,3,7,6,14
"987","other","Paradox  Interactive","July",2009," T",7.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,3,8,1,3,2,10,12,18
"988","other","Sony Computer Entertainment","December",2011," T",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,1,2,1,0,2,2,4
"989","other","SEGA","August",2000," E",7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,14,3,8,12,8,6,17,16,29
"990","other","Sony Computer Entertainment","December",2010," E",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3
"991","other","BAM! Entertainment","November",2001," T",9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"992","other","Majesco","March",2008," E",5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,1,6,1,4,10,3,19
"993","other","other","July",2011," T",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,1,8,7,4,3,8,10,21
"994","Nintendo","Nintendo","January",2006," E",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,2,3,1,0,7,4,11
"995","Konami","Konami","December",2006," E",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,0,2,3,0,0,7,5,10
"996","other","other","March",2010," T",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1,7,5,4,3,8,10,20
"997","other","Nintendo","November",2006," E10+",9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,4,3,4,10,3,13
"998","other","other","December",2011," T",5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,1,2,0,2,6,3
"999","Frontier Developments","other","December",2014," T",7.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,17,0,5,8,1,3,8,8,26
"1000","Paradox  Interactive","Paradox  Interactive","April",2009," T",7.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,7,1,4,5,2,4,7,7,10
"1001","Westwood Studios","Electronic Arts","June",2001," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,3,2,2,2,2,6,4
"1002","other","other","November",2001," T",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,2,1
"1003","other","Sierra","November",2007," T",5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,2,0,1,0,0,4,2
"1004","Creative Assembly","SEGA","September",2012," T",9.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0,5,6,2,0,11,6,24
"1005","FromSoftware","Ubisoft","August",2006," T",7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,12,1,8,5,4,2,7,11,14
"1006","other","Vivendi Games","March",2003," M",7.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,3,11,3,6,1,14,10,13
"1007","other","other","July",2003," T",5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,10,7,10,9,6,5,12,17,27
"1008","other","other","September",2014," T",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0,4,9,1,1,9,9,16
"1009","other","Nintendo","January",2008," E",8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,4,5,3,3,6,7,9
"1010","other","SEGA","May",2017," E10+",7.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,2,7
"1011","other","other","June",2014," M",4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,5,0,4,0,5,9,6
"1012","other","Activision","October",2007," T",7.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,2,4,2,2,1,3,5,8
"1013","other","other","April",2016," T",8.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,4,8,5,5,2,13,11,18
"1014","other","Infogrames","May",2003," T",7.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,5,1,2,2,5,5,9
"1015","other","Konami","July",2001," T",4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,2,2,3
"1016","other","Vivendi Games","November",2006," T",4.7,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,7,1,2,3,2,2,5,5,7
"1017","other","Deep Silver","November",2014," M",6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,11,0,5,2,1,11,6
"1018","LucasArts","LucasArts","November",2000," T",8.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,14,3,5,12,5,7,18,12,28
"1019","Spike","other","July",2007," M",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,4,10,3,2,3,3,10,6
"1020","other","Nintendo","June",2002," M",9.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,20,4,3,14,9,6,18,11,28
"1021","other","Atlus","November",2008," T",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,3,1,2,0,0,2,3
"1022","FromSoftware","Agetec","October",2000," T",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,2,6,0,2,5,2,8
"1023","other","Bandai Namco Games","September",2007," T",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,3,6,9,2,5,13,7,24
"1024","other","other","March",2014," E10+",7.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,2,5,3,5,3,7,7,9
"1025","other","other","November",2001," T",8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,2,1,2,1,1,4,3,10
"1026","Atlus","Atlus","August",2015," T",7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,1,2,3,3
"1027","Atlus","Atlus","October",2013," T",8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,2,2,3
"1028","other","other","October",2011," E",7,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,1,4,4,2,2,5,5,8
"1029","other","Ubisoft","July",2001," E",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,9,1,3,4,15,9,18
"1030","Paradox  Interactive","Strategy First","November",2001," E",9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,4,1,4
"1031","Paradox  Interactive","Paradox  Interactive","January",2007," E",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,1,4,1,1,9,3,15
