,game_name,url
3858,Knights in the Nightmare,https://en.wikipedia.org/wiki/Knights_in_the_Nightmare
3859,Knights of Honor,https://en.wikipedia.org/wiki/Knights_of_Honor
3860,Knights of Pen & Paper II,NA
3861,Knock-Knock,NA
3862,Knockout Kings,https://en.wikipedia.org/wiki/Knockout_Kings
3863,Knockout Kings 2000,https://en.wikipedia.org/wiki/Knockout_Kings_2000
3864,Knockout Kings 2001,https://en.wikipedia.org/wiki/Knockout_Kings_2001
3865,Knockout Kings 2002,https://en.wikipedia.org/wiki/Knockout_Kings_2002
3866,Knockout Kings 2003,https://en.wikipedia.org/wiki/Knockout_Kings
3867,Knuckles Chaotix,https://en.wikipedia.org/wiki/Knuckles%27_Chaotix
3868,Kobe Bryant in NBA Courtside,https://en.wikipedia.org/wiki/Kobe_Bryant_in_NBA_Courtside
3869,Kohan: Ahriman's Gift,https://en.wikipedia.org/wiki/Kohan:_Immortal_Sovereigns
3870,Kohan: Immortal Sovereigns,https://en.wikipedia.org/wiki/Kohan:_Immortal_Sovereigns
3871,Ultimate Block Party,https://en.wikipedia.org/wiki/Ultimate_Block_Party
3872,Konami Classics Series: Arcade Hits,https://en.wikipedia.org/wiki/Konami_Classics_Series:_Arcade_Hits
3873,Konami Arcade Classics [1999],NA
3874,Konami Collector's Series: Arcade Advanced,https://en.wikipedia.org/wiki/Konami_Collector%27s_Series:_Arcade_Advanced
3875,Konami GB Collection Vol. 1,NA
3876,Konami GB Collection Vol. 2,NA
3877,Konami GB Collection Vol. 3,NA
3878,Konami GB Collection Vol. 4,NA
3879,Konami Krazy Racers,https://en.wikipedia.org/wiki/Konami_Krazy_Racers
3880,Kororinpa: Marble Mania,https://en.wikipedia.org/wiki/Kororinpa
3881,Koudelka,https://en.wikipedia.org/wiki/Koudelka
3882,Krater,https://en.wikipedia.org/wiki/Krater
3883,Krazy Ace Miniature Golf,NA
3884,Krazy Ivan,https://en.wikipedia.org/wiki/Krazy_Ivan
3885,KrissX,NA
3886,Kroll,https://en.wikipedia.org/wiki/Kroll
3887,Roll Away,https://en.wikipedia.org/wiki/Kula_World
3888,Kung Food,https://en.wikipedia.org/wiki/Kung_Food
3889,Kung Fu Panda,https://en.wikipedia.org/wiki/Kung_Fu_Panda
3890,Kung Fu Panda 2,https://en.wikipedia.org/wiki/Kung_Fu_Panda_2
3891,Kung Fu Rider,https://en.wikipedia.org/wiki/Kung_Fu_Rider
3892,Kung-Fu Live,https://en.wikipedia.org/wiki/Kung-Fu_Live
3893,The Adventures of Cookie & Cream,https://en.wikipedia.org/wiki/The_Adventures_of_Cookie_%26_Cream
3894,Kurt Warner's Arena Football Unleashed,https://en.wikipedia.org/wiki/Kurt_Warner%27s_Arena_Football_Unleashed
3895,Kurupoto Cool Cool Stars,NA
3896,Kya: Dark Lineage,https://en.wikipedia.org/wiki/Kya:_Dark_Lineage
3897,Kyojin no Doshin -- Kaihou Sensen Chibikko Chikko Daishuugou,NA
3898,Kyojin no Doshin 1,https://en.wikipedia.org/wiki/Doshin_the_Giant
3899,L.A. Noire,https://en.wikipedia.org/wiki/L.A._Noire
3900,L.A. Noire: Reefer Madness,NA
3901,L.A. Noire: The VR Case Files ,https://en.wikipedia.org/wiki/L.A._Noire
3902,L.A. Street Racing,https://en.wikipedia.org/wiki/L.A._Street_Racing
3903,LEGO Alpha Team,NA
3904,LEGO Batman 2: DC Super Heroes,https://en.wikipedia.org/wiki/Lego_Batman_2:_DC_Super_Heroes
3905,LEGO Batman 3: Beyond Gotham,https://en.wikipedia.org/wiki/Lego_Batman_3:_Beyond_Gotham
3906,LEGO Batman: The Videogame,https://en.wikipedia.org/wiki/Lego_Batman:_The_Videogame
3907,LEGO Battles,https://en.wikipedia.org/wiki/Lego_Battles
3908,LEGO City Undercover: The Chase Begins,https://en.wikipedia.org/wiki/Lego_City_Undercover:_The_Chase_Begins
3909,LEGO City: Undercover,https://en.wikipedia.org/wiki/Lego_City_Undercover
3910,LEGO DC Super-Villains,NA
3911,LEGO Dimensions,https://en.wikipedia.org/wiki/Lego_Dimensions
3912,LEGO Harry Potter: Years 1-4,https://en.wikipedia.org/wiki/Lego_Harry_Potter:_Years_1%E2%80%934
3913,LEGO Harry Potter: Years 5-7,https://en.wikipedia.org/wiki/Lego_Harry_Potter:_Years_5%E2%80%937
3914,LEGO Indiana Jones 2: The Adventure Continues,https://en.wikipedia.org/wiki/Lego_Indiana_Jones_2:_The_Adventure_Continues
3915,LEGO Indiana Jones: The Original Adventures,https://en.wikipedia.org/wiki/Lego_Indiana_Jones:_The_Original_Adventures
3916,LEGO Island 2: The Brickster's Revenge,https://en.wikipedia.org/wiki/Lego_Island_2:_The_Brickster%27s_Revenge
3917,LEGO Jurassic World,NA
3918,LEGO Marvel Super Heroes,https://en.wikipedia.org/wiki/Lego_Marvel_Super_Heroes
3919,LEGO Marvel Super Heroes 2,NA
3920,LEGO Marvel's Avengers,NA
3921,LEGO Pirates of the Caribbean: The Video Game,https://en.wikipedia.org/wiki/Lego_Pirates_of_the_Caribbean:_The_Video_Game
3922,LEGO Racers,https://en.wikipedia.org/wiki/Lego_Racers
3923,LEGO Racers 2,https://en.wikipedia.org/wiki/Lego_Racers_2
3924,LEGO Rock Band,https://en.wikipedia.org/wiki/Lego_Rock_Band
3925,LEGO Rock Raiders,https://en.wikipedia.org/wiki/Lego_Rock_Raiders
3926,LEGO Star Wars II: The Original Trilogy,https://en.wikipedia.org/wiki/Lego_Star_Wars_II:_The_Original_Trilogy
3927,LEGO Star Wars III: The Clone Wars,https://en.wikipedia.org/wiki/Lego_Star_Wars_III:_The_Clone_Wars
3928,LEGO Star Wars: The Complete Saga,https://en.wikipedia.org/wiki/Lego_Star_Wars:_The_Complete_Saga
3929,LEGO Star Wars: The Force Awakens,NA
3930,LEGO Star Wars: The Video Game,https://en.wikipedia.org/wiki/Lego_Star_Wars:_The_Video_Game
3931,LEGO Star Wars: The Yoda Chronicles,NA
3932,LEGO The Lord of the Rings,https://en.wikipedia.org/wiki/List_of_Middle-earth_Lego_sets
3933,LEGO The Lord of the Rings [Portable],NA
3934,LEGO Universe,https://en.wikipedia.org/wiki/Lego_Universe
3935,LEGO Worlds,https://en.wikipedia.org/wiki/Lego_Worlds
3936,LEGO: The Hobbit,NA
3937,"LG 24GM77-B 24"" Monitor",NA
3938,LMA Manager 2007,https://en.wikipedia.org/wiki/LMA_Manager
3939,La Pucelle: Tactics Ragnarok,NA
3940,Labyrinth,https://en.wikipedia.org/wiki/Labyrinth
3941,Labyrinth 2,https://en.wikipedia.org/wiki/Labyrinth_2
3942,Lady Sia,https://en.wikipedia.org/wiki/Lady_Sia
3943,Lair,https://en.wikipedia.org/wiki/Lair
3944,Lands of Lore III,https://en.wikipedia.org/wiki/Lands_of_Lore_III
3945,Landstalker: The Treasures of King Nole,https://en.wikipedia.org/wiki/Landstalker
3946,Langrisser Millenium,NA
3947,Lara Croft Go,https://en.wikipedia.org/wiki/Lara_Croft_Go
3948,Lara Croft and the Guardian of Light,https://en.wikipedia.org/wiki/Lara_Croft_and_the_Guardian_of_Light
3949,Lara Croft and the Temple of Osiris,https://en.wikipedia.org/wiki/Lara_Croft_and_the_Temple_of_Osiris
3950,Larry Ragland's 4x4 Challenge,NA
3951,Las Vegas Cool Hand,https://en.wikipedia.org/wiki/Las_Vegas_Cool_Hand
3952,Last Battle,https://en.wikipedia.org/wiki/Last_Battle
3953,Last Call,https://en.wikipedia.org/wiki/Last_Call
3954,Last King of Africa,https://en.wikipedia.org/wiki/Paradise_(video_game)
3955,Last Rebellion,https://en.wikipedia.org/wiki/Last_Rebellion
3956,The Last Window: Midnight Promise,NA
3957,Last Year: The Nightmare,https://en.wikipedia.org/wiki/Last_Year:_The_Nightmare
3958,Law & Order: Dead on the Money,https://en.wikipedia.org/wiki/Law_%26_Order:_Dead_on_the_Money
3959,Law & Order: Justice Is Served,https://en.wikipedia.org/wiki/Law_%26_Order:_Justice_Is_Served
3960,LawBreakers,https://en.wikipedia.org/wiki/LawBreakers
3961,Layers of Fear,https://en.wikipedia.org/wiki/Layers_of_Fear
3962,Layers of Fear 2,https://en.wikipedia.org/wiki/Layers_of_Fear
3963,The Tale of Despereaux,https://en.wikipedia.org/wiki/The_Tale_of_Despereaux
3964,Test Drive Le Mans,https://en.wikipedia.org/wiki/Le_Mans_24_Hours_(video_game)
3965,Le Mans 24 Hours,https://en.wikipedia.org/wiki/24_Hours_of_Le_Mans
3966,Lead and Gold: Gangs of the Wild West,https://en.wikipedia.org/wiki/Lead_and_Gold:_Gangs_of_the_Wild_West
3967,Lead the Meerkats,NA
3968,Leadfoot: Stadium Off Road Racing,NA
3969,League of Evil,https://en.wikipedia.org/wiki/Legion_of_Doom
3970,League of Legends,https://en.wikipedia.org/wiki/League_of_Legends
3971,Learning with the PooYoos -- Episode 2,NA
3972,Leedmees,https://en.wikipedia.org/wiki/Leedmees
3973,Left 4 Dead,https://en.wikipedia.org/wiki/Left_4_Dead
3974,Left 4 Dead -- Crash Course,NA
3975,Left 4 Dead 2,https://en.wikipedia.org/wiki/Left_4_Dead_2
3976,Left 4 Dead 2: Cold Stream,NA
3977,Left 4 Dead 2: The Passing,NA
3978,Left 4 Dead 2: The Sacrifice,NA
3979,Left Alive,https://en.wikipedia.org/wiki/Left_Alive
3980,Legacy Online,https://en.wikipedia.org/wiki/StarPeace
3981,Legacy of Kain: Defiance,https://en.wikipedia.org/wiki/Legacy_of_Kain:_Defiance
3982,Legacy of Kain: Soul Reaver,https://en.wikipedia.org/wiki/Legacy_of_Kain:_Soul_Reaver
3983,Legaia 2: Duel Saga,https://en.wikipedia.org/wiki/Legaia_2:_Duel_Saga
3984,Legasista,https://en.wikipedia.org/wiki/Legasista
3985,Legend of Grimrock,https://en.wikipedia.org/wiki/Legend_of_Grimrock
3986,Legend of Grimrock II,https://en.wikipedia.org/wiki/Legend_of_Grimrock_II
3987,Legend of Hero Tonma,https://en.wikipedia.org/wiki/Legend_of_Hero_Tonma
3988,Legend of Kay,https://en.wikipedia.org/wiki/Legend_of_Kay
3989,Legend of Legaia,https://en.wikipedia.org/wiki/Legend_of_Legaia
3990,Legend of Mana,https://en.wikipedia.org/wiki/Legend_of_Mana
3991,Legend of the Dragon,https://en.wikipedia.org/wiki/Legend_of_the_Dragon
3992,Legend of the Mystical Ninja,https://en.wikipedia.org/wiki/The_Legend_of_the_Mystical_Ninja
3993,Legend of the North: Konung,NA
3994,Legend of the River King,https://en.wikipedia.org/wiki/List_of_River_King_video_games
3995,Legend: Hand of God,NA
3996,Legendary,https://en.wikipedia.org/wiki/Legendary
3997,Legendary Axe,https://en.wikipedia.org/wiki/The_Legendary_Axe
3998,Legendary Axe II,https://en.wikipedia.org/wiki/The_Legendary_Axe_II
3999,Legends of Aethereus,NA
4000,Legends of Dawn,https://en.wikipedia.org/wiki/Legends_of_Dawn
4001,Legends of Eisenwald,https://en.wikipedia.org/wiki/Legends_of_Eisenwald
4002,Legends of Might and Magic,https://en.wikipedia.org/wiki/Legends_of_Might_and_Magic
4003,Legends of Wrestling,https://en.wikipedia.org/wiki/Legends_of_Wrestling
4004,Legion,https://en.wikipedia.org/wiki/Legion
4005,Legion: The Legend of Excalibur,https://en.wikipedia.org/wiki/Legion:_The_Legend_of_Excalibur
4006,Leisure Suit Larry Reloaded,NA
4007,Leisure Suit Larry's Casino,NA
4008,Leisure Suit Larry: Box Office Bust,https://en.wikipedia.org/wiki/Leisure_Suit_Larry:_Box_Office_Bust
4009,Leisure Suit Larry: Magna Cum Laude,https://en.wikipedia.org/wiki/Leisure_Suit_Larry:_Magna_Cum_Laude
4010,Lemmings,https://en.wikipedia.org/wiki/Lemming
4011,Lemmings 3D,https://en.wikipedia.org/wiki/3D_Lemmings
4012,Lemmings Revolution,https://en.wikipedia.org/wiki/Lemmings_Revolution
4013,Lemmings [PS3],NA
4014,Lemmings [PSP],NA
4015,Lemmings and Oh No! More Lemmings,NA
4016,Let It Die,https://en.wikipedia.org/wiki/Let_It_Die
4017,Let's Golf,NA
4018,Let's Golf 2,NA
4019,Let's Golf 3D,NA
4020,Let's Pilates,NA
4021,Let's Yoga,https://en.wikipedia.org/wiki/Let%27s_Yoga
4022,Lethal Enforcers I & II,NA
4023,Leviathan: Warships,NA
4024,Lexis,https://en.wikipedia.org/wiki/Lexis
4025,Lichdom: Battlemage,https://en.wikipedia.org/wiki/Lichdom:_Battlemage
4026,Life Force,https://en.wikipedia.org/wiki/Life_force
4027,Life is Strange -- Episode 1: Chrysalis,NA
4028,Life is Strange -- Episode 2: Out of Time,NA
4029,Life is Strange -- Episode 3: Chaos Theory,NA
4030,Life is Strange -- Episode 4: Dark Room,NA
4031,Life is Strange -- Episode 5: Polarized,NA
4032,Life is Strange 2 -- Episode 1,NA
4033,Life is Strange 2 -- Episode 3: Wastelands,NA
4034,Life is Strange: Before the Storm -- Episode 1,NA
4035,Life is Strange: Before the Storm -- Episode 2,NA
4036,Life is Strange: Before the Storm -- Episode 3: Hell is Empty,NA
4037,LifeSigns: Surgical Unit,https://en.wikipedia.org/wiki/LifeSigns:_Surgical_Unit
4038,Light Crusader,https://en.wikipedia.org/wiki/Light_Crusader
4039,Light Crusader,https://en.wikipedia.org/wiki/Light_Crusader
4040,Light of Altair,NA
4041,Lightbringer: The Next Giant Leap for Mankind,NA
4042,Lightning Returns: Final Fantasy XIII,https://en.wikipedia.org/wiki/Lightning_Returns:_Final_Fantasy_XIII
4043,Lightweight Ninja,NA
4044,Lil' Monster,https://en.wikipedia.org/wiki/Lil%27_Monster
4045,Lili: Child of Geos,NA
4046,Limbo,https://en.wikipedia.org/wiki/Limbo
4047,Line Rider 2: Unbound,https://en.wikipedia.org/wiki/Line_Rider
4048,Lineage II: The Chaotic Throne,NA
4049,Lineage: The Blood Pledge,NA
4050,Link's Crossbow Training,https://en.wikipedia.org/wiki/Link%27s_Crossbow_Training
4051,Links 2001,https://en.wikipedia.org/wiki/Links_2001
4052,Links Extreme,https://en.wikipedia.org/wiki/Links_Extreme
4053,Links LS 2000,https://en.wikipedia.org/wiki/Links_LS_2000
4054,Linksys WRT3200ACM AC3200 MU-MIMO Gigabit Wi-Fi Router,NA
4055,Lionel Trains: On Track,https://en.wikipedia.org/wiki/Lionel_Trains:_On_Track
4056,Lips,https://en.wikipedia.org/wiki/Lip
4057,Lips: Number One Hits,https://en.wikipedia.org/wiki/Lips:_Number_One_Hits
4058,Lips: Party Classics,https://en.wikipedia.org/wiki/Lips:_Party_Classics
4059,Lit,https://en.wikipedia.org/wiki/Lit
4060,Little Deviants,https://en.wikipedia.org/wiki/Little_Deviants
4061,Little Dragons Café,NA
4062,Little Inferno,https://en.wikipedia.org/wiki/Little_Inferno
4063,Little King's Story,https://en.wikipedia.org/wiki/Little_King%27s_Story
4064,Little Nicky,https://en.wikipedia.org/wiki/Little_Nicky
4065,Little Nightmares,https://en.wikipedia.org/wiki/Little_Nightmares
4066,Little Red Riding Hood's Zombie BBQ,https://en.wikipedia.org/wiki/Little_Red_Riding_Hood%27s_Zombie_BBQ
4067,LittleBigPlanet,https://en.wikipedia.org/wiki/LittleBigPlanet
4068,LittleBigPlanet,https://en.wikipedia.org/wiki/LittleBigPlanet
4069,LittleBigPlanet 2,https://en.wikipedia.org/wiki/LittleBigPlanet_2
4070,LittleBigPlanet 3,https://en.wikipedia.org/wiki/LittleBigPlanet_3
4071,LittleBigPlanet Karting,https://en.wikipedia.org/wiki/LittleBigPlanet_Karting
4072,LittleBigPlanet PS Vita,https://en.wikipedia.org/wiki/LittleBigPlanet_PS_Vita
4073,LittleBigPlanet PS Vita -- Marvel Super Hero Edition,NA
4074,LittleBigPlanet: Sackboy's Prehistoric Moves,NA
4075,Loaded,https://en.wikipedia.org/wiki/Loaded
4076,Loadout,https://en.wikipedia.org/wiki/Loadout
4077,Lock 'n' Chase,https://en.wikipedia.org/wiki/Lock_%27n%27_Chase
4078,Lock On: Modern Air Combat,https://en.wikipedia.org/wiki/Lock_On:_Modern_Air_Combat
4079,Lock's Quest,https://en.wikipedia.org/wiki/Lock%27s_Quest
4080,LocoCycle,https://en.wikipedia.org/wiki/LocoCycle
4081,LocoRoco,https://en.wikipedia.org/wiki/LocoRoco
4082,LocoRoco 2,https://en.wikipedia.org/wiki/LocoRoco_2
4083,LocoRoco Cocoreccho!,https://en.wikipedia.org/wiki/LocoRoco_Cocoreccho!
4084,LocoRoco Midnight Carnival,https://en.wikipedia.org/wiki/LocoRoco_Midnight_Carnival
4085,Lode Runner,https://en.wikipedia.org/wiki/Lode_Runner
4086,Lode Runner: The Legend Returns,https://en.wikipedia.org/wiki/Lode_Runner:_The_Legend_Returns
4087,Logical,https://en.wikipedia.org/wiki/Logic
4088,Logitech G502 Proteus Spectrum Mouse,NA
4089,Logitech G810 Orion Spectrum RGB Mechanical Gaming Keyboard,NA
4090,Logitech Prodigy G231 Gaming Headset,NA
4091,Loki: Heroes of Mythology,https://en.wikipedia.org/wiki/Loki:_Heroes_of_Mythology
4092,Lollipop Chainsaw,https://en.wikipedia.org/wiki/Lollipop_Chainsaw
4093,London Taxi: RusHour,https://en.wikipedia.org/wiki/London_Taxi:_Rush_Hour
4094,Lone Echo,https://en.wikipedia.org/wiki/Lone_Echo
4095,Lone Survivor,https://en.wikipedia.org/wiki/Lone_Survivor
4096,Looney Tunes,https://en.wikipedia.org/wiki/Looney_Tunes
4097,Looney Tunes Collector: Alert!,https://en.wikipedia.org/wiki/Looney_Tunes_Collector:_Alert!
4098,Looney Tunes Racing,https://en.wikipedia.org/wiki/Looney_Tunes_Racing
4099,Looney Tunes: Acme Arsenal,https://en.wikipedia.org/wiki/Looney_Tunes:_Acme_Arsenal
4100,Looney Tunes: Cartoon Conductor,https://en.wikipedia.org/wiki/Looney_Tunes:_Cartoon_Conductor
4101,Looney Tunes: Duck Dodgers Starring Daffy Duck,NA
4102,Looney Tunes: Marvin Strikes Back!,https://en.wikipedia.org/wiki/Looney_Tunes:_Marvin_Strikes_Back!
4103,Looney Tunes: Space Race,https://en.wikipedia.org/wiki/Looney_Tunes:_Space_Race
4104,Loons: The Fight For Fame,NA
4105,Lord of the Rings: Middle-earth Defense,NA
4106,Lords of Thunder,https://en.wikipedia.org/wiki/Lords_of_Thunder
4107,Lords of the Fallen,https://en.wikipedia.org/wiki/Lords_of_the_Fallen
4108,Lords of the Realm III,https://en.wikipedia.org/wiki/Lords_of_the_Realm_III
4109,Lost Dimension,https://en.wikipedia.org/wiki/Lost_Dimension
4110,Lost Kingdoms,https://en.wikipedia.org/wiki/Lost_Kingdoms
4111,Lost Magic,https://en.wikipedia.org/wiki/LostMagic
4112,Lost Odyssey,https://en.wikipedia.org/wiki/Lost_Odyssey
4113,Lost Planet 2,https://en.wikipedia.org/wiki/Lost_Planet_2
4114,Lost Planet 3,https://en.wikipedia.org/wiki/Lost_Planet_3
4115,Lost Planet: Extreme Condition,https://en.wikipedia.org/wiki/Lost_Planet:_Extreme_Condition
4116,Lost Planet: Extreme Condition -- Colonies Edition,NA
4117,Lost Sphear,https://en.wikipedia.org/wiki/Lost_Sphear
4118,Lost in Blue,https://en.wikipedia.org/wiki/Lost_in_Blue
4119,Lost in Blue 2,https://en.wikipedia.org/wiki/Lost_in_Blue_2
4120,Lost in Blue 3,https://en.wikipedia.org/wiki/Lost_in_Blue_3
4121,Lost: Via Domus,https://en.wikipedia.org/wiki/Lost:_Via_Domus
4122,LostWinds,https://en.wikipedia.org/wiki/LostWinds
4123,LostWinds: Winter of the Melodias,https://en.wikipedia.org/wiki/LostWinds_2:_Winter_of_the_Melodias
4124,Lovers in a Dangerous Spacetime,https://en.wikipedia.org/wiki/Lovers_in_a_Dangerous_Spacetime
4125,Lucidity,https://en.wikipedia.org/wiki/Lucidity
4126,Lucinda Green's Equestrian Challenge,https://en.wikipedia.org/wiki/Lucinda_Green%27s_Equestrian_Challenge
4127,Lucius,https://en.wikipedia.org/wiki/Lucius
4128,Lucky Luke,https://en.wikipedia.org/wiki/Lucky_Luke
4129,Lucky's Tale,https://en.wikipedia.org/wiki/Lucky%27s_Tale
4130,Luftrausers,https://en.wikipedia.org/wiki/Luftrausers
4131,Luftwaffe Commander,https://en.wikipedia.org/wiki/Luftwaffe_Commander
4132,Luigi's Mansion,https://en.wikipedia.org/wiki/Luigi%27s_Mansion
4133,Luigi's Mansion: Dark Moon,https://en.wikipedia.org/wiki/Luigi%27s_Mansion:_Dark_Moon
4134,Lumines II,https://en.wikipedia.org/wiki/Lumines_II
4135,Lumines Supernova,https://en.wikipedia.org/wiki/Lumines_Supernova
4136,Lumines: Electronic Symphony,https://en.wikipedia.org/wiki/Lumines:_Electronic_Symphony
4137,Luminous Arc,https://en.wikipedia.org/wiki/Luminous_Arc
4138,Lunar Knights,https://en.wikipedia.org/wiki/Lunar_Knights
4139,Lunar Pool,https://en.wikipedia.org/wiki/Lunar_Pool
4140,Lunar: Silver Star Story Complete,https://en.wikipedia.org/wiki/Lunar:_Silver_Star_Story_Complete
4141,Lux-Pain,https://en.wikipedia.org/wiki/Lux-Pain
4142,Luxor,https://en.wikipedia.org/wiki/Luxor
4143,Star Fox 64,https://en.wikipedia.org/wiki/Star_Fox_64
4144,Lynx Casino,https://en.wikipedia.org/wiki/Lynx_Casino
4145,M&M's Kart Racing,https://en.wikipedia.org/wiki/M%26M%27s_Kart_Racing
4146,M&M's Mini Madness,NA
4147,M&M's: Break'Em,NA
4148,M.A.C.H.,NA
4149,M.A.X. 2,https://en.wikipedia.org/wiki/Mechanized_Assault_%26_Exploration_2
4150,M.U.S.H.A.,https://en.wikipedia.org/wiki/MUSHA
4151,MAG,https://en.wikipedia.org/wiki/Mag
4152,MC Groovz Dance Craze,https://en.wikipedia.org/wiki/MC_Groovz_Dance_Craze
4153,MDK,https://en.wikipedia.org/wiki/MDK
4154,MDK2,https://en.wikipedia.org/wiki/MDK2
4155,MERCS,NA
4156,MLB '98,https://en.wikipedia.org/wiki/MLB_%2798
4157,MLB '99,https://en.wikipedia.org/wiki/MLB_%2799
4158,MLB 14: The Show,https://en.wikipedia.org/wiki/MLB_14:_The_Show
4159,MLB 15: The Show,https://en.wikipedia.org/wiki/MLB_15:_The_Show
4160,MLB 2000,https://en.wikipedia.org/wiki/MLB_2000
4161,MLB 2001,https://en.wikipedia.org/wiki/989_Sports_Major_League_Baseball_series
4162,MLB Pennant Race,https://en.wikipedia.org/wiki/MLB_Pennant_Race
4163,MLB SlugFest 20-03,NA
4164,MLB The Show 16,https://en.wikipedia.org/wiki/MLB_The_Show_16
4165,MLB The Show 17,https://en.wikipedia.org/wiki/MLB_The_Show_17
4166,MLB The Show 18,https://en.wikipedia.org/wiki/MLB_The_Show_18
4167,MLB The Show 19,https://en.wikipedia.org/wiki/MLB_The_Show_19
4168,MTV Music Generator 2,NA
4169,MTV Sports Snowboarding,NA
4170,MTV Sports: Pure Ride,NA
4171,MTV Sports: Skateboarding Featuring Andy Macdonald,NA
4172,MTV Sports: T.J. Lavin's Ultimate BMX,NA
4173,MX 2002 Featuring Ricky Carmichael,NA
4174,MX Superfly,https://en.wikipedia.org/wiki/MX_Superfly
4175,MX World Tour: Featuring Jamie Little,NA
4176,MX vs. ATV Reflex,https://en.wikipedia.org/wiki/MX_vs._ATV_Reflex
4177,MX vs. ATV Unleashed,https://en.wikipedia.org/wiki/MX_vs._ATV_Unleashed
4178,MX vs. ATV Untamed,https://en.wikipedia.org/wiki/MX_vs._ATV_Untamed
4179,Maboshi's Arcade,https://en.wikipedia.org/wiki/MaBoShi:_The_Three_Shape_Arcade
4180,Mace Griffin: Bounty Hunter,https://en.wikipedia.org/wiki/Mace_Griffin:_Bounty_Hunter
4181,Mace: The Dark Age,https://en.wikipedia.org/wiki/Mace:_The_Dark_Age
4182,Mach Rider,https://en.wikipedia.org/wiki/Mach_Rider
4183,Machinarium,https://en.wikipedia.org/wiki/Machinarium
4184,Machine Hunter,https://en.wikipedia.org/wiki/Machine_Hunter
4185,Machines,https://en.wikipedia.org/wiki/Machine
4186,Mad Dash Racing,https://en.wikipedia.org/wiki/Mad_Dash_Racing
4187,Mad Maestro,https://en.wikipedia.org/wiki/Mad_Maestro!
4188,Mad Max,https://en.wikipedia.org/wiki/Mad_Max
4189,Mad Tracks,https://en.wikipedia.org/wiki/Mad_Tracks
4190,MadWorld,https://en.wikipedia.org/wiki/MadWorld
4191,Madagascar,https://en.wikipedia.org/wiki/Madagascar
4192,Madagascar Kartz,https://en.wikipedia.org/wiki/Madagascar_Kartz
4193,Madagascar: Escape 2 Africa,https://en.wikipedia.org/wiki/Madagascar:_Escape_2_Africa
4194,Madballs in Babo: Invasion,https://en.wikipedia.org/wiki/Madballs_in_Babo:_Invasion
4195,Madden NFL '99,https://en.wikipedia.org/wiki/Madden_NFL_99
4196,Madden NFL '98,https://en.wikipedia.org/wiki/Madden_NFL_98
4197,Madden NFL 07,https://en.wikipedia.org/wiki/Madden_NFL_07
4198,Madden NFL 08,https://en.wikipedia.org/wiki/Madden_NFL_08
4199,Madden NFL 09,https://en.wikipedia.org/wiki/Madden_NFL_09
4200,Madden NFL 09 [DS],NA
4201,Madden NFL 09 [PS2/Xbox],NA
4202,Madden NFL 09 [PSP],NA
4203,Madden NFL 10,https://en.wikipedia.org/wiki/Madden_NFL_10
4204,Madden NFL 11,https://en.wikipedia.org/wiki/Madden_NFL_11
4205,Madden NFL 12,https://en.wikipedia.org/wiki/Madden_NFL_12
4206,Madden NFL 13,https://en.wikipedia.org/wiki/Madden_NFL_13
4207,Madden NFL 15,https://en.wikipedia.org/wiki/Madden_NFL_15
4208,Madden NFL 16,https://en.wikipedia.org/wiki/Madden_NFL_16
4209,Madden NFL 17,https://en.wikipedia.org/wiki/Madden_NFL_17
4210,Madden NFL 18,https://en.wikipedia.org/wiki/Madden_NFL_18
4211,Madden NFL 19,https://en.wikipedia.org/wiki/Madden_NFL_19
4212,Madden NFL 20,https://en.wikipedia.org/wiki/Madden_NFL_20
4213,Madden NFL 2000,https://en.wikipedia.org/wiki/Madden_NFL_2000
4214,Madden NFL 2001,https://en.wikipedia.org/wiki/Madden_NFL_2001
4215,Madden NFL 2002,https://en.wikipedia.org/wiki/Madden_NFL_2002
4216,Madden NFL 25,https://en.wikipedia.org/wiki/Madden_NFL_25
4217,Madden NFL Football,https://en.wikipedia.org/wiki/Madden_NFL_Football
4218,Made Man,https://en.wikipedia.org/wiki/Made_man
4219,Maelstrom: The Battle For Earth Begins,NA
4220,Mafia,https://en.wikipedia.org/wiki/Mafia
4221,Mafia II,https://en.wikipedia.org/wiki/Mafia_II
4222,Mafia II: Jimmy's Vendetta,NA
4223,Mafia II: Joe's Adventures,NA
4224,Mafia III,https://en.wikipedia.org/wiki/Mafia_III
4225,Mafia Wars [2004],NA
4226,MagForce Racing,https://en.wikipedia.org/wiki/Killer_Loop
4227,Mage Knight: Apocalypse,https://en.wikipedia.org/wiki/Mage_Knight
4228,Magic & Mayhem,https://en.wikipedia.org/wiki/Magic_and_Mayhem
4229,Magic & Mayhem 2: The Art of Magic,NA
4230,Magic 2015 -- Duels of the Planewalkers,NA
4231,Magic Carpet,https://en.wikipedia.org/wiki/Magic_carpet_(disambiguation)
4232,Magic Orbz,https://en.wikipedia.org/wiki/Magic_Orbz
4233,Magic: The Gathering -- Battlemage,NA
4234,Magic: The Gathering -- Duels of the Planeswalkers,NA
4235,Magic: The Gathering -- Duels of the Planeswalkers 2012,NA
4236,Magic: The Gathering -- Duels of the Planeswalkers 2013,NA
4237,Magic: The Gathering -- Duels of the Planeswalkers 2014,NA
4238,Magic: The Gathering Battlegrounds,https://en.wikipedia.org/wiki/Magic:_The_Gathering_%E2%80%93_Battlegrounds
